vgs	Id(M1)
4.550000000000003e-01	2.639142e-06
4.560000000000003e-01	2.692178e-06
4.570000000000004e-01	2.746095e-06
4.580000000000004e-01	2.800902e-06
4.590000000000004e-01	2.856608e-06
4.600000000000004e-01	2.913222e-06
4.610000000000004e-01	2.970752e-06
4.620000000000004e-01	3.029208e-06
4.630000000000004e-01	3.088598e-06
4.640000000000004e-01	3.148931e-06
4.650000000000004e-01	3.210215e-06
4.660000000000004e-01	3.272460e-06
4.670000000000004e-01	3.335673e-06
4.680000000000004e-01	3.399863e-06
4.690000000000004e-01	3.465038e-06
4.700000000000004e-01	3.531206e-06
4.710000000000004e-01	3.598376e-06
4.720000000000004e-01	3.666556e-06
4.730000000000004e-01	3.735753e-06
4.740000000000004e-01	3.805975e-06
4.750000000000004e-01	3.877231e-06
4.760000000000004e-01	3.949528e-06
4.770000000000004e-01	4.022873e-06
4.780000000000004e-01	4.097274e-06
4.790000000000004e-01	4.172738e-06
4.800000000000004e-01	4.249272e-06
4.810000000000004e-01	4.326885e-06
4.820000000000004e-01	4.405582e-06
4.830000000000004e-01	4.485370e-06
4.840000000000004e-01	4.566257e-06
4.850000000000004e-01	4.648249e-06
4.860000000000004e-01	4.731353e-06
4.870000000000004e-01	4.815574e-06
4.880000000000004e-01	4.900920e-06
4.890000000000004e-01	4.987397e-06
4.900000000000004e-01	5.075010e-06
4.910000000000004e-01	5.163767e-06
4.920000000000004e-01	5.253671e-06
4.930000000000004e-01	5.344729e-06
4.940000000000004e-01	5.436947e-06
4.950000000000004e-01	5.530330e-06
4.960000000000004e-01	5.624884e-06
4.970000000000004e-01	5.720613e-06
4.980000000000004e-01	5.817522e-06
4.990000000000004e-01	5.915617e-06
5.000000000000003e-01	6.014902e-06
5.010000000000003e-01	6.115382e-06
5.020000000000003e-01	6.217061e-06
5.030000000000003e-01	6.319944e-06
5.040000000000003e-01	6.424035e-06
5.050000000000003e-01	6.529337e-06
5.060000000000003e-01	6.635856e-06
5.070000000000003e-01	6.743594e-06
5.080000000000003e-01	6.852555e-06
5.090000000000003e-01	6.962743e-06
5.100000000000003e-01	7.074161e-06
5.110000000000003e-01	7.186813e-06
5.120000000000003e-01	7.300701e-06
5.130000000000003e-01	7.415829e-06
5.140000000000003e-01	7.532200e-06
5.150000000000003e-01	7.649815e-06
5.160000000000003e-01	7.768678e-06
5.170000000000003e-01	7.888791e-06
5.180000000000003e-01	8.010156e-06
5.190000000000003e-01	8.132777e-06
5.200000000000004e-01	8.256654e-06
5.210000000000004e-01	8.381789e-06
5.220000000000004e-01	8.508186e-06
5.230000000000004e-01	8.635843e-06
5.240000000000004e-01	8.764765e-06
5.250000000000004e-01	8.894952e-06
5.260000000000004e-01	9.026405e-06
5.270000000000004e-01	9.159125e-06
5.280000000000004e-01	9.293114e-06
5.290000000000004e-01	9.428372e-06
5.300000000000004e-01	9.564901e-06
5.310000000000004e-01	9.702700e-06
5.320000000000004e-01	9.841772e-06
5.330000000000004e-01	9.982115e-06
5.340000000000004e-01	1.012373e-05
5.350000000000004e-01	1.026662e-05
5.360000000000004e-01	1.041078e-05
5.370000000000004e-01	1.055621e-05
5.380000000000004e-01	1.070292e-05
5.390000000000004e-01	1.085090e-05
5.400000000000004e-01	1.100015e-05
5.410000000000004e-01	1.115067e-05
5.420000000000004e-01	1.130247e-05
5.430000000000004e-01	1.145553e-05
5.440000000000004e-01	1.160987e-05
5.450000000000004e-01	1.176547e-05
5.460000000000004e-01	1.192235e-05
5.470000000000004e-01	1.208049e-05
5.480000000000004e-01	1.223989e-05
5.490000000000004e-01	1.240057e-05
5.500000000000004e-01	1.256250e-05
5.510000000000004e-01	1.272570e-05
5.520000000000004e-01	1.289016e-05
5.530000000000004e-01	1.305589e-05
5.540000000000004e-01	1.322287e-05
5.550000000000004e-01	1.339110e-05
5.560000000000004e-01	1.356060e-05
5.570000000000004e-01	1.373134e-05
5.580000000000004e-01	1.390334e-05
5.590000000000004e-01	1.407659e-05
5.600000000000004e-01	1.425108e-05
5.610000000000004e-01	1.442682e-05
5.620000000000004e-01	1.460381e-05
5.630000000000004e-01	1.478204e-05
5.640000000000004e-01	1.496150e-05
5.650000000000004e-01	1.514221e-05
5.660000000000004e-01	1.532415e-05
5.670000000000004e-01	1.550732e-05
5.680000000000004e-01	1.569172e-05
5.690000000000004e-01	1.587735e-05
5.700000000000004e-01	1.606421e-05
5.710000000000004e-01	1.625229e-05
5.720000000000004e-01	1.644159e-05
5.730000000000004e-01	1.663211e-05
5.740000000000004e-01	1.682384e-05
5.750000000000004e-01	1.701679e-05
5.760000000000004e-01	1.721094e-05
5.770000000000004e-01	1.740631e-05
5.780000000000004e-01	1.760288e-05
5.790000000000004e-01	1.780064e-05
5.800000000000004e-01	1.799961e-05
5.810000000000004e-01	1.819978e-05
5.820000000000004e-01	1.840114e-05
5.830000000000004e-01	1.860368e-05
5.840000000000004e-01	1.880742e-05
5.850000000000004e-01	1.901234e-05
5.860000000000004e-01	1.921843e-05
5.870000000000004e-01	1.942571e-05
5.880000000000004e-01	1.963417e-05
5.890000000000004e-01	1.984379e-05
5.900000000000004e-01	2.005459e-05
5.910000000000004e-01	2.026655e-05
5.920000000000004e-01	2.047967e-05
5.930000000000004e-01	2.069396e-05
5.940000000000004e-01	2.090940e-05
5.950000000000004e-01	2.112600e-05
5.960000000000004e-01	2.134374e-05
5.970000000000004e-01	2.156264e-05
5.980000000000004e-01	2.178267e-05
5.990000000000004e-01	2.200385e-05
6.000000000000000e-01	2.222617e-05
