vout	Is(M2)	Is(M4)
5.130000000000003e-01	9.999639e-06	2.003899e-05
5.140000000000003e-01	9.999639e-06	2.003898e-05
5.150000000000003e-01	9.999639e-06	2.003897e-05
5.160000000000003e-01	9.999639e-06	2.003895e-05
5.170000000000003e-01	9.999639e-06	2.003894e-05
5.180000000000003e-01	9.999639e-06	2.003893e-05
5.190000000000003e-01	9.999639e-06	2.003891e-05
5.200000000000004e-01	9.999639e-06	2.003890e-05
5.210000000000004e-01	9.999639e-06	2.003889e-05
5.220000000000004e-01	9.999639e-06	2.003887e-05
5.230000000000004e-01	9.999639e-06	2.003886e-05
5.240000000000004e-01	9.999639e-06	2.003885e-05
5.250000000000004e-01	9.999639e-06	2.003883e-05
5.260000000000004e-01	9.999639e-06	2.003882e-05
5.270000000000004e-01	9.999639e-06	2.003881e-05
5.280000000000004e-01	9.999639e-06	2.003879e-05
5.290000000000004e-01	9.999639e-06	2.003878e-05
5.300000000000004e-01	9.999639e-06	2.003877e-05
5.310000000000004e-01	9.999639e-06	2.003875e-05
5.320000000000004e-01	9.999639e-06	2.003874e-05
5.330000000000004e-01	9.999639e-06	2.003873e-05
5.340000000000004e-01	9.999639e-06	2.003871e-05
5.350000000000004e-01	9.999639e-06	2.003870e-05
5.360000000000004e-01	9.999639e-06	2.003869e-05
5.370000000000004e-01	9.999639e-06	2.003867e-05
5.380000000000004e-01	9.999639e-06	2.003866e-05
5.390000000000004e-01	9.999639e-06	2.003865e-05
5.400000000000004e-01	9.999639e-06	2.003863e-05
5.410000000000004e-01	9.999639e-06	2.003862e-05
5.420000000000004e-01	9.999639e-06	2.003861e-05
5.430000000000004e-01	9.999639e-06	2.003859e-05
5.440000000000004e-01	9.999639e-06	2.003858e-05
5.450000000000004e-01	9.999639e-06	2.003857e-05
5.460000000000004e-01	9.999639e-06	2.003855e-05
5.470000000000004e-01	9.999639e-06	2.003854e-05
5.480000000000004e-01	9.999639e-06	2.003853e-05
5.490000000000004e-01	9.999639e-06	2.003851e-05
5.500000000000004e-01	9.999639e-06	2.003850e-05
5.510000000000004e-01	9.999639e-06	2.003849e-05
5.520000000000004e-01	9.999639e-06	2.003847e-05
5.530000000000004e-01	9.999639e-06	2.003846e-05
5.540000000000004e-01	9.999639e-06	2.003845e-05
5.550000000000004e-01	9.999639e-06	2.003843e-05
5.560000000000004e-01	9.999639e-06	2.003842e-05
5.570000000000004e-01	9.999639e-06	2.003840e-05
5.580000000000004e-01	9.999639e-06	2.003839e-05
5.590000000000004e-01	9.999639e-06	2.003838e-05
5.600000000000004e-01	9.999639e-06	2.003836e-05
5.610000000000004e-01	9.999639e-06	2.003835e-05
5.620000000000004e-01	9.999639e-06	2.003834e-05
5.630000000000004e-01	9.999639e-06	2.003832e-05
5.640000000000004e-01	9.999639e-06	2.003831e-05
5.650000000000004e-01	9.999639e-06	2.003830e-05
5.660000000000004e-01	9.999639e-06	2.003828e-05
5.670000000000004e-01	9.999639e-06	2.003827e-05
5.680000000000004e-01	9.999639e-06	2.003826e-05
5.690000000000004e-01	9.999639e-06	2.003824e-05
5.700000000000004e-01	9.999639e-06	2.003823e-05
5.710000000000004e-01	9.999639e-06	2.003822e-05
5.720000000000004e-01	9.999639e-06	2.003820e-05
5.730000000000004e-01	9.999639e-06	2.003819e-05
5.740000000000004e-01	9.999639e-06	2.003818e-05
5.750000000000004e-01	9.999639e-06	2.003816e-05
5.760000000000004e-01	9.999639e-06	2.003815e-05
5.770000000000004e-01	9.999639e-06	2.003814e-05
5.780000000000004e-01	9.999639e-06	2.003812e-05
5.790000000000004e-01	9.999639e-06	2.003811e-05
5.800000000000004e-01	9.999639e-06	2.003810e-05
5.810000000000004e-01	9.999639e-06	2.003808e-05
5.820000000000004e-01	9.999639e-06	2.003807e-05
5.830000000000004e-01	9.999639e-06	2.003805e-05
5.840000000000004e-01	9.999639e-06	2.003804e-05
5.850000000000004e-01	9.999639e-06	2.003803e-05
5.860000000000004e-01	9.999639e-06	2.003801e-05
5.870000000000004e-01	9.999639e-06	2.003800e-05
5.880000000000004e-01	9.999639e-06	2.003799e-05
5.890000000000004e-01	9.999639e-06	2.003797e-05
5.900000000000004e-01	9.999639e-06	2.003796e-05
5.910000000000004e-01	9.999639e-06	2.003795e-05
5.920000000000004e-01	9.999639e-06	2.003793e-05
5.930000000000004e-01	9.999639e-06	2.003792e-05
5.940000000000004e-01	9.999639e-06	2.003791e-05
5.950000000000004e-01	9.999639e-06	2.003789e-05
5.960000000000004e-01	9.999639e-06	2.003788e-05
5.970000000000004e-01	9.999639e-06	2.003787e-05
5.980000000000004e-01	9.999639e-06	2.003785e-05
5.990000000000004e-01	9.999639e-06	2.003784e-05
6.000000000000004e-01	9.999639e-06	2.003783e-05
6.010000000000004e-01	9.999639e-06	2.003781e-05
6.020000000000004e-01	9.999639e-06	2.003780e-05
6.030000000000004e-01	9.999639e-06	2.003779e-05
6.040000000000004e-01	9.999639e-06	2.003777e-05
6.050000000000004e-01	9.999639e-06	2.003776e-05
6.060000000000004e-01	9.999639e-06	2.003775e-05
6.070000000000004e-01	9.999639e-06	2.003773e-05
6.080000000000004e-01	9.999639e-06	2.003772e-05
6.090000000000004e-01	9.999639e-06	2.003770e-05
6.100000000000004e-01	9.999639e-06	2.003769e-05
6.110000000000004e-01	9.999639e-06	2.003768e-05
6.120000000000004e-01	9.999639e-06	2.003766e-05
6.130000000000004e-01	9.999639e-06	2.003765e-05
6.140000000000004e-01	9.999639e-06	2.003764e-05
6.150000000000004e-01	9.999639e-06	2.003762e-05
6.160000000000004e-01	9.999639e-06	2.003761e-05
6.170000000000004e-01	9.999639e-06	2.003760e-05
6.180000000000004e-01	9.999639e-06	2.003758e-05
6.190000000000004e-01	9.999639e-06	2.003757e-05
6.200000000000004e-01	9.999639e-06	2.003755e-05
6.210000000000004e-01	9.999639e-06	2.003754e-05
6.220000000000004e-01	9.999639e-06	2.003753e-05
6.230000000000004e-01	9.999639e-06	2.003751e-05
6.240000000000004e-01	9.999639e-06	2.003750e-05
6.250000000000004e-01	9.999639e-06	2.003749e-05
6.260000000000004e-01	9.999639e-06	2.003747e-05
6.270000000000004e-01	9.999639e-06	2.003746e-05
6.280000000000004e-01	9.999639e-06	2.003745e-05
6.290000000000004e-01	9.999639e-06	2.003743e-05
6.300000000000004e-01	9.999639e-06	2.003742e-05
6.310000000000004e-01	9.999639e-06	2.003741e-05
6.320000000000005e-01	9.999639e-06	2.003739e-05
6.330000000000005e-01	9.999639e-06	2.003738e-05
6.340000000000005e-01	9.999639e-06	2.003737e-05
6.350000000000005e-01	9.999639e-06	2.003735e-05
6.360000000000005e-01	9.999639e-06	2.003734e-05
6.370000000000005e-01	9.999639e-06	2.003732e-05
6.380000000000005e-01	9.999639e-06	2.003731e-05
6.390000000000005e-01	9.999639e-06	2.003730e-05
6.400000000000005e-01	9.999639e-06	2.003728e-05
6.410000000000005e-01	9.999639e-06	2.003727e-05
6.420000000000005e-01	9.999639e-06	2.003726e-05
6.430000000000005e-01	9.999639e-06	2.003724e-05
6.440000000000005e-01	9.999639e-06	2.003723e-05
6.450000000000005e-01	9.999639e-06	2.003721e-05
6.460000000000005e-01	9.999639e-06	2.003720e-05
6.470000000000005e-01	9.999639e-06	2.003719e-05
6.480000000000005e-01	9.999639e-06	2.003717e-05
6.490000000000005e-01	9.999639e-06	2.003716e-05
6.500000000000005e-01	9.999639e-06	2.003715e-05
6.510000000000005e-01	9.999639e-06	2.003713e-05
6.520000000000005e-01	9.999639e-06	2.003712e-05
6.530000000000005e-01	9.999639e-06	2.003711e-05
6.540000000000005e-01	9.999639e-06	2.003709e-05
6.550000000000005e-01	9.999639e-06	2.003708e-05
6.560000000000005e-01	9.999639e-06	2.003707e-05
6.570000000000005e-01	9.999639e-06	2.003705e-05
6.580000000000005e-01	9.999639e-06	2.003704e-05
6.590000000000005e-01	9.999639e-06	2.003702e-05
6.600000000000005e-01	9.999639e-06	2.003701e-05
6.610000000000005e-01	9.999639e-06	2.003700e-05
6.620000000000005e-01	9.999639e-06	2.003698e-05
6.630000000000005e-01	9.999639e-06	2.003697e-05
6.640000000000005e-01	9.999639e-06	2.003695e-05
6.650000000000005e-01	9.999639e-06	2.003694e-05
6.660000000000005e-01	9.999639e-06	2.003693e-05
6.670000000000005e-01	9.999639e-06	2.003691e-05
6.680000000000005e-01	9.999639e-06	2.003690e-05
6.690000000000005e-01	9.999639e-06	2.003689e-05
6.700000000000005e-01	9.999639e-06	2.003687e-05
6.710000000000005e-01	9.999639e-06	2.003686e-05
6.720000000000005e-01	9.999639e-06	2.003684e-05
6.730000000000005e-01	9.999639e-06	2.003683e-05
6.740000000000005e-01	9.999639e-06	2.003682e-05
6.750000000000005e-01	9.999639e-06	2.003680e-05
6.760000000000005e-01	9.999639e-06	2.003679e-05
6.770000000000005e-01	9.999639e-06	2.003678e-05
6.780000000000005e-01	9.999639e-06	2.003676e-05
6.790000000000005e-01	9.999639e-06	2.003675e-05
6.800000000000005e-01	9.999639e-06	2.003674e-05
6.810000000000005e-01	9.999639e-06	2.003672e-05
6.820000000000005e-01	9.999639e-06	2.003671e-05
6.830000000000005e-01	9.999639e-06	2.003669e-05
6.840000000000005e-01	9.999639e-06	2.003668e-05
6.850000000000005e-01	9.999639e-06	2.003667e-05
6.860000000000005e-01	9.999639e-06	2.003665e-05
6.870000000000005e-01	9.999639e-06	2.003664e-05
6.880000000000005e-01	9.999639e-06	2.003662e-05
6.890000000000005e-01	9.999639e-06	2.003661e-05
6.900000000000005e-01	9.999639e-06	2.003660e-05
6.910000000000005e-01	9.999639e-06	2.003658e-05
6.920000000000005e-01	9.999639e-06	2.003657e-05
6.930000000000005e-01	9.999639e-06	2.003656e-05
6.940000000000005e-01	9.999639e-06	2.003654e-05
6.950000000000005e-01	9.999639e-06	2.003653e-05
6.960000000000005e-01	9.999639e-06	2.003651e-05
6.970000000000005e-01	9.999639e-06	2.003650e-05
6.980000000000005e-01	9.999639e-06	2.003649e-05
6.990000000000005e-01	9.999639e-06	2.003647e-05
7.000000000000005e-01	9.999639e-06	2.003646e-05
7.010000000000005e-01	9.999639e-06	2.003644e-05
7.020000000000005e-01	9.999639e-06	2.003643e-05
7.030000000000005e-01	9.999639e-06	2.003642e-05
7.040000000000005e-01	9.999639e-06	2.003640e-05
7.050000000000005e-01	9.999639e-06	2.003639e-05
7.060000000000005e-01	9.999639e-06	2.003638e-05
7.070000000000005e-01	9.999639e-06	2.003636e-05
7.080000000000005e-01	9.999639e-06	2.003635e-05
7.090000000000005e-01	9.999639e-06	2.003633e-05
7.100000000000005e-01	9.999639e-06	2.003632e-05
7.110000000000005e-01	9.999639e-06	2.003630e-05
7.120000000000005e-01	9.999639e-06	2.003629e-05
7.130000000000005e-01	9.999639e-06	2.003628e-05
7.140000000000005e-01	9.999639e-06	2.003626e-05
7.150000000000005e-01	9.999639e-06	2.003625e-05
7.160000000000005e-01	9.999639e-06	2.003624e-05
7.170000000000005e-01	9.999639e-06	2.003622e-05
7.180000000000005e-01	9.999639e-06	2.003621e-05
7.190000000000005e-01	9.999639e-06	2.003619e-05
7.200000000000005e-01	9.999639e-06	2.003618e-05
7.210000000000005e-01	9.999639e-06	2.003616e-05
7.220000000000005e-01	9.999639e-06	2.003615e-05
7.230000000000005e-01	9.999639e-06	2.003614e-05
7.240000000000005e-01	9.999639e-06	2.003612e-05
7.250000000000005e-01	9.999639e-06	2.003611e-05
7.260000000000005e-01	9.999639e-06	2.003610e-05
7.270000000000005e-01	9.999639e-06	2.003608e-05
7.280000000000005e-01	9.999639e-06	2.003607e-05
7.290000000000005e-01	9.999639e-06	2.003605e-05
7.300000000000005e-01	9.999639e-06	2.003604e-05
7.310000000000005e-01	9.999639e-06	2.003602e-05
7.320000000000005e-01	9.999639e-06	2.003601e-05
7.330000000000005e-01	9.999639e-06	2.003600e-05
7.340000000000005e-01	9.999639e-06	2.003598e-05
7.350000000000005e-01	9.999639e-06	2.003597e-05
7.360000000000005e-01	9.999639e-06	2.003595e-05
7.370000000000005e-01	9.999639e-06	2.003594e-05
7.380000000000005e-01	9.999639e-06	2.003593e-05
7.390000000000005e-01	9.999639e-06	2.003591e-05
7.400000000000005e-01	9.999639e-06	2.003590e-05
7.410000000000005e-01	9.999639e-06	2.003588e-05
7.420000000000005e-01	9.999639e-06	2.003587e-05
7.430000000000005e-01	9.999639e-06	2.003586e-05
7.440000000000005e-01	9.999639e-06	2.003584e-05
7.450000000000006e-01	9.999639e-06	2.003583e-05
7.460000000000006e-01	9.999639e-06	2.003581e-05
7.470000000000006e-01	9.999639e-06	2.003580e-05
7.480000000000006e-01	9.999639e-06	2.003578e-05
7.490000000000006e-01	9.999639e-06	2.003577e-05
7.500000000000006e-01	9.999639e-06	2.003576e-05
7.510000000000006e-01	9.999639e-06	2.003574e-05
7.520000000000006e-01	9.999639e-06	2.003573e-05
7.530000000000006e-01	9.999639e-06	2.003571e-05
7.540000000000006e-01	9.999639e-06	2.003570e-05
7.550000000000006e-01	9.999639e-06	2.003568e-05
7.560000000000006e-01	9.999639e-06	2.003567e-05
7.570000000000006e-01	9.999639e-06	2.003566e-05
7.580000000000006e-01	9.999639e-06	2.003564e-05
7.590000000000006e-01	9.999639e-06	2.003563e-05
7.600000000000006e-01	9.999639e-06	2.003561e-05
7.610000000000006e-01	9.999639e-06	2.003560e-05
7.620000000000006e-01	9.999639e-06	2.003558e-05
7.630000000000006e-01	9.999639e-06	2.003557e-05
7.640000000000006e-01	9.999639e-06	2.003556e-05
7.650000000000006e-01	9.999639e-06	2.003554e-05
7.660000000000006e-01	9.999639e-06	2.003553e-05
7.670000000000006e-01	9.999639e-06	2.003551e-05
7.680000000000006e-01	9.999639e-06	2.003550e-05
7.690000000000006e-01	9.999639e-06	2.003548e-05
7.700000000000006e-01	9.999639e-06	2.003547e-05
7.710000000000006e-01	9.999639e-06	2.003545e-05
7.720000000000006e-01	9.999639e-06	2.003544e-05
7.730000000000006e-01	9.999639e-06	2.003542e-05
7.740000000000006e-01	9.999639e-06	2.003541e-05
7.750000000000006e-01	9.999639e-06	2.003540e-05
7.760000000000006e-01	9.999639e-06	2.003538e-05
7.770000000000006e-01	9.999639e-06	2.003537e-05
7.780000000000006e-01	9.999639e-06	2.003535e-05
7.790000000000006e-01	9.999639e-06	2.003534e-05
7.800000000000006e-01	9.999639e-06	2.003532e-05
7.810000000000006e-01	9.999639e-06	2.003531e-05
7.820000000000006e-01	9.999639e-06	2.003529e-05
7.830000000000006e-01	9.999639e-06	2.003528e-05
7.840000000000006e-01	9.999639e-06	2.003526e-05
7.850000000000006e-01	9.999639e-06	2.003525e-05
7.860000000000006e-01	9.999639e-06	2.003524e-05
7.870000000000006e-01	9.999639e-06	2.003522e-05
7.880000000000006e-01	9.999639e-06	2.003521e-05
7.890000000000006e-01	9.999639e-06	2.003519e-05
7.900000000000006e-01	9.999639e-06	2.003518e-05
7.910000000000006e-01	9.999639e-06	2.003516e-05
7.920000000000006e-01	9.999639e-06	2.003515e-05
7.930000000000006e-01	9.999639e-06	2.003513e-05
7.940000000000006e-01	9.999639e-06	2.003512e-05
7.950000000000006e-01	9.999639e-06	2.003510e-05
7.960000000000006e-01	9.999639e-06	2.003509e-05
7.970000000000006e-01	9.999639e-06	2.003507e-05
7.980000000000006e-01	9.999639e-06	2.003506e-05
7.990000000000006e-01	9.999639e-06	2.003504e-05
8.000000000000006e-01	9.999639e-06	2.003503e-05
8.010000000000006e-01	9.999639e-06	2.003501e-05
8.020000000000006e-01	9.999639e-06	2.003500e-05
8.030000000000006e-01	9.999639e-06	2.003498e-05
8.040000000000006e-01	9.999639e-06	2.003497e-05
8.050000000000006e-01	9.999639e-06	2.003495e-05
8.060000000000006e-01	9.999639e-06	2.003494e-05
8.070000000000006e-01	9.999639e-06	2.003492e-05
8.080000000000006e-01	9.999639e-06	2.003491e-05
8.090000000000006e-01	9.999639e-06	2.003489e-05
8.100000000000006e-01	9.999639e-06	2.003488e-05
8.110000000000006e-01	9.999639e-06	2.003486e-05
8.120000000000006e-01	9.999639e-06	2.003485e-05
8.130000000000006e-01	9.999639e-06	2.003483e-05
8.140000000000006e-01	9.999639e-06	2.003482e-05
8.150000000000006e-01	9.999639e-06	2.003480e-05
8.160000000000006e-01	9.999639e-06	2.003479e-05
8.170000000000006e-01	9.999639e-06	2.003477e-05
8.180000000000006e-01	9.999639e-06	2.003476e-05
8.190000000000006e-01	9.999639e-06	2.003474e-05
8.200000000000006e-01	9.999639e-06	2.003473e-05
8.210000000000006e-01	9.999639e-06	2.003471e-05
8.220000000000006e-01	9.999639e-06	2.003469e-05
8.230000000000006e-01	9.999639e-06	2.003468e-05
8.240000000000006e-01	9.999639e-06	2.003466e-05
8.250000000000006e-01	9.999639e-06	2.003465e-05
8.260000000000006e-01	9.999639e-06	2.003463e-05
8.270000000000006e-01	9.999639e-06	2.003462e-05
8.280000000000006e-01	9.999639e-06	2.003460e-05
8.290000000000006e-01	9.999639e-06	2.003459e-05
8.300000000000006e-01	9.999639e-06	2.003457e-05
8.310000000000006e-01	9.999639e-06	2.003455e-05
8.320000000000006e-01	9.999639e-06	2.003454e-05
8.330000000000006e-01	9.999639e-06	2.003452e-05
8.340000000000006e-01	9.999639e-06	2.003451e-05
8.350000000000006e-01	9.999639e-06	2.003449e-05
8.360000000000006e-01	9.999639e-06	2.003448e-05
8.370000000000006e-01	9.999639e-06	2.003446e-05
8.380000000000006e-01	9.999639e-06	2.003445e-05
8.390000000000006e-01	9.999639e-06	2.003443e-05
8.400000000000006e-01	9.999639e-06	2.003441e-05
8.410000000000006e-01	9.999639e-06	2.003440e-05
8.420000000000006e-01	9.999639e-06	2.003438e-05
8.430000000000006e-01	9.999639e-06	2.003437e-05
8.440000000000006e-01	9.999639e-06	2.003435e-05
8.450000000000006e-01	9.999639e-06	2.003433e-05
8.460000000000006e-01	9.999639e-06	2.003432e-05
8.470000000000006e-01	9.999639e-06	2.003430e-05
8.480000000000006e-01	9.999639e-06	2.003429e-05
8.490000000000006e-01	9.999639e-06	2.003427e-05
8.500000000000006e-01	9.999639e-06	2.003425e-05
8.510000000000006e-01	9.999639e-06	2.003424e-05
8.520000000000006e-01	9.999639e-06	2.003422e-05
8.530000000000006e-01	9.999639e-06	2.003420e-05
8.540000000000006e-01	9.999639e-06	2.003419e-05
8.550000000000006e-01	9.999639e-06	2.003417e-05
8.560000000000006e-01	9.999639e-06	2.003415e-05
8.570000000000007e-01	9.999639e-06	2.003414e-05
8.580000000000007e-01	9.999639e-06	2.003412e-05
8.590000000000007e-01	9.999639e-06	2.003411e-05
8.600000000000007e-01	9.999639e-06	2.003409e-05
8.610000000000007e-01	9.999639e-06	2.003407e-05
8.620000000000007e-01	9.999639e-06	2.003406e-05
8.630000000000007e-01	9.999639e-06	2.003404e-05
8.640000000000007e-01	9.999639e-06	2.003402e-05
8.650000000000007e-01	9.999639e-06	2.003401e-05
8.660000000000007e-01	9.999639e-06	2.003399e-05
8.670000000000007e-01	9.999639e-06	2.003397e-05
8.680000000000007e-01	9.999639e-06	2.003395e-05
8.690000000000007e-01	9.999639e-06	2.003394e-05
8.700000000000007e-01	9.999639e-06	2.003392e-05
8.710000000000007e-01	9.999639e-06	2.003390e-05
8.720000000000007e-01	9.999639e-06	2.003389e-05
8.730000000000007e-01	9.999639e-06	2.003387e-05
8.740000000000007e-01	9.999639e-06	2.003385e-05
8.750000000000007e-01	9.999639e-06	2.003383e-05
8.760000000000007e-01	9.999639e-06	2.003382e-05
8.770000000000007e-01	9.999639e-06	2.003380e-05
8.780000000000007e-01	9.999639e-06	2.003378e-05
8.790000000000007e-01	9.999639e-06	2.003376e-05
8.800000000000007e-01	9.999639e-06	2.003375e-05
8.810000000000007e-01	9.999639e-06	2.003373e-05
8.820000000000007e-01	9.999639e-06	2.003371e-05
8.830000000000007e-01	9.999639e-06	2.003369e-05
8.840000000000007e-01	9.999639e-06	2.003367e-05
8.850000000000007e-01	9.999639e-06	2.003366e-05
8.860000000000007e-01	9.999639e-06	2.003364e-05
8.870000000000007e-01	9.999639e-06	2.003362e-05
8.880000000000007e-01	9.999639e-06	2.003360e-05
8.890000000000007e-01	9.999639e-06	2.003358e-05
8.900000000000007e-01	9.999639e-06	2.003357e-05
8.910000000000007e-01	9.999639e-06	2.003355e-05
8.920000000000007e-01	9.999639e-06	2.003353e-05
8.930000000000007e-01	9.999639e-06	2.003351e-05
8.940000000000007e-01	9.999639e-06	2.003349e-05
8.950000000000007e-01	9.999639e-06	2.003347e-05
8.960000000000007e-01	9.999639e-06	2.003345e-05
8.970000000000007e-01	9.999639e-06	2.003343e-05
8.980000000000007e-01	9.999639e-06	2.003341e-05
8.990000000000007e-01	9.999639e-06	2.003340e-05
9.000000000000007e-01	9.999639e-06	2.003338e-05
9.010000000000007e-01	9.999639e-06	2.003336e-05
9.020000000000007e-01	9.999639e-06	2.003334e-05
9.030000000000007e-01	9.999639e-06	2.003332e-05
9.040000000000007e-01	9.999639e-06	2.003330e-05
9.050000000000007e-01	9.999639e-06	2.003328e-05
9.060000000000007e-01	9.999639e-06	2.003326e-05
9.070000000000007e-01	9.999639e-06	2.003324e-05
9.080000000000007e-01	9.999639e-06	2.003322e-05
9.090000000000007e-01	9.999639e-06	2.003320e-05
9.100000000000007e-01	9.999639e-06	2.003318e-05
9.110000000000007e-01	9.999639e-06	2.003316e-05
9.120000000000007e-01	9.999639e-06	2.003314e-05
9.130000000000007e-01	9.999639e-06	2.003312e-05
9.140000000000007e-01	9.999639e-06	2.003310e-05
9.150000000000007e-01	9.999639e-06	2.003308e-05
9.160000000000007e-01	9.999639e-06	2.003305e-05
9.170000000000007e-01	9.999639e-06	2.003303e-05
9.180000000000007e-01	9.999639e-06	2.003301e-05
9.190000000000007e-01	9.999639e-06	2.003299e-05
9.200000000000007e-01	9.999639e-06	2.003297e-05
9.210000000000007e-01	9.999639e-06	2.003295e-05
9.220000000000007e-01	9.999639e-06	2.003293e-05
9.230000000000007e-01	9.999639e-06	2.003290e-05
9.240000000000007e-01	9.999639e-06	2.003288e-05
9.250000000000007e-01	9.999639e-06	2.003286e-05
9.260000000000007e-01	9.999639e-06	2.003284e-05
9.270000000000007e-01	9.999639e-06	2.003281e-05
9.280000000000007e-01	9.999639e-06	2.003279e-05
9.290000000000007e-01	9.999639e-06	2.003277e-05
9.300000000000007e-01	9.999639e-06	2.003274e-05
9.310000000000007e-01	9.999639e-06	2.003272e-05
9.320000000000007e-01	9.999639e-06	2.003270e-05
9.330000000000007e-01	9.999639e-06	2.003267e-05
9.340000000000007e-01	9.999639e-06	2.003265e-05
9.350000000000007e-01	9.999639e-06	2.003262e-05
9.360000000000007e-01	9.999639e-06	2.003260e-05
9.370000000000007e-01	9.999639e-06	2.003258e-05
9.380000000000007e-01	9.999639e-06	2.003255e-05
9.390000000000007e-01	9.999639e-06	2.003253e-05
9.400000000000007e-01	9.999639e-06	2.003250e-05
9.410000000000007e-01	9.999639e-06	2.003248e-05
9.420000000000007e-01	9.999639e-06	2.003245e-05
9.430000000000007e-01	9.999639e-06	2.003242e-05
9.440000000000007e-01	9.999639e-06	2.003240e-05
9.450000000000007e-01	9.999639e-06	2.003237e-05
9.460000000000007e-01	9.999639e-06	2.003234e-05
9.470000000000007e-01	9.999639e-06	2.003232e-05
9.480000000000007e-01	9.999639e-06	2.003229e-05
9.490000000000007e-01	9.999639e-06	2.003226e-05
9.500000000000007e-01	9.999639e-06	2.003224e-05
9.510000000000007e-01	9.999639e-06	2.003221e-05
9.520000000000007e-01	9.999639e-06	2.003218e-05
9.530000000000007e-01	9.999639e-06	2.003215e-05
9.540000000000007e-01	9.999639e-06	2.003212e-05
9.550000000000007e-01	9.999639e-06	2.003209e-05
9.560000000000007e-01	9.999639e-06	2.003206e-05
9.570000000000007e-01	9.999639e-06	2.003203e-05
9.580000000000007e-01	9.999639e-06	2.003200e-05
9.590000000000007e-01	9.999639e-06	2.003197e-05
9.600000000000007e-01	9.999639e-06	2.003194e-05
9.610000000000007e-01	9.999639e-06	2.003191e-05
9.620000000000007e-01	9.999639e-06	2.003188e-05
9.630000000000007e-01	9.999639e-06	2.003184e-05
9.640000000000007e-01	9.999639e-06	2.003181e-05
9.650000000000007e-01	9.999639e-06	2.003178e-05
9.660000000000007e-01	9.999639e-06	2.003175e-05
9.670000000000007e-01	9.999639e-06	2.003171e-05
9.680000000000007e-01	9.999639e-06	2.003168e-05
9.690000000000007e-01	9.999639e-06	2.003164e-05
9.700000000000008e-01	9.999639e-06	2.003161e-05
9.710000000000008e-01	9.999639e-06	2.003157e-05
9.720000000000008e-01	9.999639e-06	2.003154e-05
9.730000000000008e-01	9.999639e-06	2.003150e-05
9.740000000000008e-01	9.999639e-06	2.003146e-05
9.750000000000008e-01	9.999639e-06	2.003142e-05
9.760000000000008e-01	9.999639e-06	2.003138e-05
9.770000000000008e-01	9.999639e-06	2.003134e-05
9.780000000000008e-01	9.999639e-06	2.003130e-05
9.790000000000008e-01	9.999639e-06	2.003126e-05
9.800000000000008e-01	9.999639e-06	2.003122e-05
9.810000000000008e-01	9.999639e-06	2.003118e-05
9.820000000000008e-01	9.999639e-06	2.003114e-05
9.830000000000008e-01	9.999639e-06	2.003110e-05
9.840000000000008e-01	9.999639e-06	2.003105e-05
9.850000000000008e-01	9.999639e-06	2.003101e-05
9.860000000000008e-01	9.999639e-06	2.003096e-05
9.870000000000008e-01	9.999639e-06	2.003092e-05
9.880000000000008e-01	9.999639e-06	2.003087e-05
9.890000000000008e-01	9.999639e-06	2.003082e-05
9.900000000000008e-01	9.999639e-06	2.003077e-05
9.910000000000008e-01	9.999639e-06	2.003073e-05
9.920000000000008e-01	9.999639e-06	2.003067e-05
9.930000000000008e-01	9.999639e-06	2.003062e-05
9.940000000000008e-01	9.999639e-06	2.003057e-05
9.950000000000008e-01	9.999639e-06	2.003052e-05
9.960000000000008e-01	9.999639e-06	2.003046e-05
9.970000000000008e-01	9.999639e-06	2.003041e-05
9.980000000000008e-01	9.999639e-06	2.003035e-05
9.990000000000008e-01	9.999639e-06	2.003030e-05
1.000000000000001e+00	9.999639e-06	2.003024e-05
1.001000000000001e+00	9.999639e-06	2.003018e-05
1.002000000000000e+00	9.999639e-06	2.003012e-05
1.003000000000000e+00	9.999639e-06	2.003006e-05
1.004000000000000e+00	9.999639e-06	2.002999e-05
1.005000000000000e+00	9.999639e-06	2.002993e-05
1.006000000000000e+00	9.999639e-06	2.002986e-05
1.007000000000000e+00	9.999639e-06	2.002980e-05
1.008000000000000e+00	9.999639e-06	2.002973e-05
1.009000000000000e+00	9.999639e-06	2.002966e-05
1.010000000000000e+00	9.999639e-06	2.002959e-05
1.010999999999999e+00	9.999639e-06	2.002951e-05
1.011999999999999e+00	9.999639e-06	2.002944e-05
1.012999999999999e+00	9.999639e-06	2.002936e-05
1.013999999999999e+00	9.999639e-06	2.002929e-05
1.014999999999999e+00	9.999639e-06	2.002921e-05
1.015999999999999e+00	9.999639e-06	2.002913e-05
1.016999999999999e+00	9.999639e-06	2.002904e-05
1.017999999999999e+00	9.999639e-06	2.002896e-05
1.018999999999999e+00	9.999639e-06	2.002887e-05
1.019999999999998e+00	9.999639e-06	2.002878e-05
1.020999999999998e+00	9.999639e-06	2.002869e-05
1.021999999999998e+00	9.999639e-06	2.002860e-05
1.022999999999998e+00	9.999639e-06	2.002850e-05
1.023999999999998e+00	9.999639e-06	2.002840e-05
1.024999999999998e+00	9.999639e-06	2.002830e-05
1.025999999999998e+00	9.999639e-06	2.002820e-05
1.026999999999998e+00	9.999639e-06	2.002810e-05
1.027999999999998e+00	9.999639e-06	2.002799e-05
1.028999999999997e+00	9.999639e-06	2.002788e-05
