vout	Is(M2)	Is(M4)
3.950000000000003e-01	9.999639e-06	2.004056e-05
3.960000000000003e-01	9.999639e-06	2.004055e-05
3.970000000000003e-01	9.999639e-06	2.004053e-05
3.980000000000003e-01	9.999639e-06	2.004052e-05
3.990000000000003e-01	9.999639e-06	2.004051e-05
4.000000000000003e-01	9.999639e-06	2.004049e-05
4.010000000000003e-01	9.999639e-06	2.004048e-05
4.020000000000003e-01	9.999639e-06	2.004047e-05
4.030000000000003e-01	9.999639e-06	2.004045e-05
4.040000000000003e-01	9.999639e-06	2.004044e-05
4.050000000000003e-01	9.999639e-06	2.004043e-05
4.060000000000003e-01	9.999639e-06	2.004041e-05
4.070000000000003e-01	9.999639e-06	2.004040e-05
4.080000000000003e-01	9.999639e-06	2.004039e-05
4.090000000000003e-01	9.999639e-06	2.004038e-05
4.100000000000003e-01	9.999639e-06	2.004036e-05
4.110000000000003e-01	9.999639e-06	2.004035e-05
4.120000000000003e-01	9.999639e-06	2.004034e-05
4.130000000000003e-01	9.999639e-06	2.004032e-05
4.140000000000003e-01	9.999639e-06	2.004031e-05
4.150000000000003e-01	9.999639e-06	2.004030e-05
4.160000000000003e-01	9.999639e-06	2.004028e-05
4.170000000000003e-01	9.999639e-06	2.004027e-05
4.180000000000003e-01	9.999639e-06	2.004026e-05
4.190000000000003e-01	9.999639e-06	2.004024e-05
4.200000000000003e-01	9.999639e-06	2.004023e-05
4.210000000000003e-01	9.999639e-06	2.004022e-05
4.220000000000003e-01	9.999639e-06	2.004020e-05
4.230000000000003e-01	9.999639e-06	2.004019e-05
4.240000000000003e-01	9.999639e-06	2.004018e-05
4.250000000000003e-01	9.999639e-06	2.004016e-05
4.260000000000003e-01	9.999639e-06	2.004015e-05
4.270000000000003e-01	9.999639e-06	2.004014e-05
4.280000000000003e-01	9.999639e-06	2.004012e-05
4.290000000000003e-01	9.999639e-06	2.004011e-05
4.300000000000003e-01	9.999639e-06	2.004010e-05
4.310000000000003e-01	9.999639e-06	2.004008e-05
4.320000000000003e-01	9.999639e-06	2.004007e-05
4.330000000000003e-01	9.999639e-06	2.004006e-05
4.340000000000003e-01	9.999639e-06	2.004004e-05
4.350000000000003e-01	9.999639e-06	2.004003e-05
4.360000000000003e-01	9.999639e-06	2.004002e-05
4.370000000000003e-01	9.999639e-06	2.004000e-05
4.380000000000003e-01	9.999639e-06	2.003999e-05
4.390000000000003e-01	9.999639e-06	2.003998e-05
4.400000000000003e-01	9.999639e-06	2.003996e-05
4.410000000000003e-01	9.999639e-06	2.003995e-05
4.420000000000003e-01	9.999639e-06	2.003994e-05
4.430000000000003e-01	9.999639e-06	2.003992e-05
4.440000000000003e-01	9.999639e-06	2.003991e-05
4.450000000000003e-01	9.999639e-06	2.003990e-05
4.460000000000003e-01	9.999639e-06	2.003988e-05
4.470000000000003e-01	9.999639e-06	2.003987e-05
4.480000000000003e-01	9.999639e-06	2.003986e-05
4.490000000000003e-01	9.999639e-06	2.003984e-05
4.500000000000003e-01	9.999639e-06	2.003983e-05
4.510000000000003e-01	9.999639e-06	2.003982e-05
4.520000000000003e-01	9.999639e-06	2.003980e-05
4.530000000000003e-01	9.999639e-06	2.003979e-05
4.540000000000003e-01	9.999639e-06	2.003978e-05
4.550000000000003e-01	9.999639e-06	2.003977e-05
4.560000000000003e-01	9.999639e-06	2.003975e-05
4.570000000000004e-01	9.999639e-06	2.003974e-05
4.580000000000004e-01	9.999639e-06	2.003973e-05
4.590000000000004e-01	9.999639e-06	2.003971e-05
4.600000000000004e-01	9.999639e-06	2.003970e-05
4.610000000000004e-01	9.999639e-06	2.003969e-05
4.620000000000004e-01	9.999639e-06	2.003967e-05
4.630000000000004e-01	9.999639e-06	2.003966e-05
4.640000000000004e-01	9.999639e-06	2.003965e-05
4.650000000000004e-01	9.999639e-06	2.003963e-05
4.660000000000004e-01	9.999639e-06	2.003962e-05
4.670000000000004e-01	9.999639e-06	2.003961e-05
4.680000000000004e-01	9.999639e-06	2.003959e-05
4.690000000000004e-01	9.999639e-06	2.003958e-05
4.700000000000004e-01	9.999639e-06	2.003957e-05
4.710000000000004e-01	9.999639e-06	2.003955e-05
4.720000000000004e-01	9.999639e-06	2.003954e-05
4.730000000000004e-01	9.999639e-06	2.003953e-05
4.740000000000004e-01	9.999639e-06	2.003951e-05
4.750000000000004e-01	9.999639e-06	2.003950e-05
4.760000000000004e-01	9.999639e-06	2.003949e-05
4.770000000000004e-01	9.999639e-06	2.003947e-05
4.780000000000004e-01	9.999639e-06	2.003946e-05
4.790000000000004e-01	9.999639e-06	2.003945e-05
4.800000000000004e-01	9.999639e-06	2.003943e-05
4.810000000000004e-01	9.999639e-06	2.003942e-05
4.820000000000004e-01	9.999639e-06	2.003941e-05
4.830000000000004e-01	9.999639e-06	2.003939e-05
4.840000000000004e-01	9.999639e-06	2.003938e-05
4.850000000000004e-01	9.999639e-06	2.003937e-05
4.860000000000004e-01	9.999639e-06	2.003935e-05
4.870000000000004e-01	9.999639e-06	2.003934e-05
4.880000000000004e-01	9.999639e-06	2.003933e-05
4.890000000000004e-01	9.999639e-06	2.003931e-05
4.900000000000004e-01	9.999639e-06	2.003930e-05
4.910000000000004e-01	9.999639e-06	2.003929e-05
4.920000000000004e-01	9.999639e-06	2.003927e-05
4.930000000000004e-01	9.999639e-06	2.003926e-05
4.940000000000004e-01	9.999639e-06	2.003925e-05
4.950000000000004e-01	9.999639e-06	2.003923e-05
4.960000000000004e-01	9.999639e-06	2.003922e-05
4.970000000000004e-01	9.999639e-06	2.003921e-05
4.980000000000004e-01	9.999639e-06	2.003919e-05
4.990000000000004e-01	9.999639e-06	2.003918e-05
5.000000000000003e-01	9.999639e-06	2.003917e-05
5.010000000000003e-01	9.999639e-06	2.003915e-05
5.020000000000003e-01	9.999639e-06	2.003914e-05
5.030000000000003e-01	9.999639e-06	2.003913e-05
5.040000000000003e-01	9.999639e-06	2.003911e-05
5.050000000000003e-01	9.999639e-06	2.003910e-05
5.060000000000003e-01	9.999639e-06	2.003909e-05
5.070000000000003e-01	9.999639e-06	2.003907e-05
5.080000000000003e-01	9.999639e-06	2.003906e-05
5.090000000000003e-01	9.999639e-06	2.003905e-05
5.100000000000003e-01	9.999639e-06	2.003903e-05
5.110000000000003e-01	9.999639e-06	2.003902e-05
5.120000000000003e-01	9.999639e-06	2.003901e-05
