step	1/(id0*rout)
   280	0.0166445
   281	0.0165946
   282	0.0165453
   283	0.0164962
   284	0.0164477
   285	0.0163995
   286	0.0163518
   287	0.0163043
   288	0.0162573
   289	0.0162107
   290	0.0161644
   291	0.0161185
   292	0.016073
   293	0.0160278
   294	0.0159829
   295	0.0159386
   296	0.0158944
   297	0.0158507
   298	0.0158072
   299	0.0157642
   300	0.0157215
   301	0.0156791
   302	0.015637
   303	0.0155952
   304	0.0155538
   305	0.0155127
   306	0.0154719
   307	0.0154314
   308	0.0153912
   309	0.0153514
   310	0.0153118
   311	0.0152726
   312	0.0152336
   313	0.0151949
   314	0.0151565
   315	0.0151185
   316	0.0150806
   317	0.0150431
   318	0.0150058
   319	0.0149688
   320	0.0149321
   321	0.0148957
   322	0.0148595
   323	0.0148236
   324	0.014788
   325	0.0147526
   326	0.0147175
   327	0.0146826
   328	0.0146479
   329	0.0146136
   330	0.0145794
   331	0.0145455
   332	0.0145118
   333	0.0144785
   334	0.0144453
   335	0.0144124
   336	0.0143797
   337	0.0143472
   338	0.014315
   339	0.0142829
   340	0.0142511
   341	0.0142195
   342	0.0141882
   343	0.014157
   344	0.0141261
   345	0.0140953
   346	0.0140649
   347	0.0140345
   348	0.0140044
   349	0.0139745
   350	0.0139448
   351	0.0139154
   352	0.013886
   353	0.0138569
   354	0.0138279
   355	0.0137993
   356	0.0137708
   357	0.0137424
   358	0.0137142
   359	0.0136863
   360	0.0136585
   361	0.0136309
   362	0.0136034
   363	0.0135762
   364	0.0135491
   365	0.0135222
   366	0.0134955
   367	0.013469
   368	0.0134426
   369	0.0134164
   370	0.0133903
   371	0.0133644
   372	0.0133388
   373	0.0133131
   374	0.0132878
   375	0.0132625
   376	0.0132375
   377	0.0132125
   378	0.0131877
   379	0.0131632
   380	0.0131387
   381	0.0131143
   382	0.0130902
   383	0.0130661
   384	0.0130424
   385	0.0130186
   386	0.0129951
   387	0.0129715
   388	0.0129483
   389	0.0129251
   390	0.0129021
   391	0.0128792
   392	0.0128564
   393	0.0128339
   394	0.0128113
   395	0.0127891
   396	0.0127667
   397	0.0127447
   398	0.0127227
   399	0.0127009
   400	0.0126792
   401	0.0126577
   402	0.0126362
   403	0.0126149
   404	0.0125937
   405	0.0125726
   406	0.0125516
   407	0.0125308
   408	0.01251
   409	0.0124894
   410	0.0124689
   411	0.0124486
   412	0.0124283
   413	0.0124081
   414	0.0123881
   415	0.0123682
   416	0.0123483
   417	0.0123287
   418	0.0123091
   419	0.0122895
   420	0.0122702
   421	0.0122509
   422	0.0122317
   423	0.0122126
   424	0.0121936
   425	0.0121748
   426	0.012156
   427	0.0121375
   428	0.0121188
   429	0.0121003
   430	0.0120819
   431	0.0120638
   432	0.0120455
   433	0.0120274
   434	0.0120095
   435	0.0119916
   436	0.0119738
   437	0.0119561
   438	0.0119384
   439	0.011921
   440	0.0119035
   441	0.0118862
   442	0.0118689
   443	0.0118517
   444	0.0118347
   445	0.0118177
   446	0.0118008
   447	0.0117839
   448	0.0117673
   449	0.0117506
   450	0.011734
   451	0.0117175
   452	0.0117011
   453	0.0116848
   454	0.0116685
   455	0.0116523
   456	0.0116363
   457	0.0116203
   458	0.0116044
   459	0.0115885
   460	0.0115727
   461	0.0115571
   462	0.0115414
   463	0.0115258
   464	0.0115104
   465	0.011495
   466	0.0114797
   467	0.0114645
   468	0.0114492
   469	0.0114342
   470	0.0114191
   471	0.0114041
   472	0.0113892
   473	0.0113744
   474	0.0113597
   475	0.011345
   476	0.0113304
   477	0.0113158
   478	0.0113013
   479	0.0112869
   480	0.0112725
   481	0.0112582
   482	0.011244
   483	0.0112299
   484	0.0112158
   485	0.0112017
   486	0.0111877
   487	0.0111738
   488	0.01116
   489	0.0111462
   490	0.0111324
   491	0.0111189
   492	0.0111052
   493	0.0110917
   494	0.0110781
   495	0.0110648
   496	0.0110514
