VSB,UTH
800,1.46238	
801,1.46366	
802,1.46495	
803,1.46624	
804,1.46753	
805,1.46882	
806,1.47012	
807,1.47142	
808,1.47272	
809,1.47403	
810,1.47535	
811,1.47666	
812,1.47799	
813,1.47931	
814,1.48064	
815,1.48198	
816,1.48332	
817,1.48467	
818,1.48602	
819,1.48738	
820,1.48875	
821,1.49012	
822,1.49151	
823,1.4929	
824,1.4943	
825,1.4957	
826,1.49712	
827,1.49855	
828,1.49998	
829,1.50143	
830,1.50289	
831,1.50436	
832,1.50585	
833,1.50734	
834,1.50885	
835,1.51038	
836,1.51192	
837,1.51348	
838,1.51505	
839,1.51665	
840,1.51826	
841,1.51989	
842,1.52154	
843,1.52322	
844,1.52492	
845,1.52664	
846,1.52839	
847,1.53017	
848,1.53197	
849,1.53381	
850,1.53567	
851,1.53757	
852,1.53951	
853,1.54149	
854,1.5435	
855,1.54556	
856,1.54766	
857,1.54981	
858,1.55201	
859,1.55427	
860,1.55658	
861,1.55895	
862,1.56139	
863,1.5639	
864,1.56649	
865,1.56915	
866,1.57191	
867,1.57475	
868,1.5777	
869,1.58076	
870,1.58394	
871,1.58725	
872,1.59071	
873,1.59433	
874,1.59812	
875,1.6021	
876,1.60631	
877,1.61075	
878,1.61548	
879,1.62051	
880,1.6259	
881,1.63169	
882,1.63797	
883,1.6448	
884,1.65229	
885,1.66058	
886,1.66983	
887,1.68028	
888,1.69223	
889,1.70612	
890,1.72257	
891,1.74249	
892,1.76731	
893,1.79933
894,1.84256
895,1.9045
