time	V(out)
2.643385547280489e-06	1.775053e+00
2.654528404423347e-06	1.775653e+00
2.661814118709062e-06	1.776031e+00
2.669099832994777e-06	1.776398e+00
2.676385547280492e-06	1.776752e+00
2.683671261566207e-06	1.777093e+00
2.690956975851922e-06	1.777423e+00
2.698242690137636e-06	1.777740e+00
2.705528404423351e-06	1.778045e+00
2.710385547280494e-06	1.778245e+00
2.715242690137638e-06	1.778441e+00
2.720099832994781e-06	1.778633e+00
2.724956975851924e-06	1.778820e+00
2.729814118709067e-06	1.779004e+00
2.734671261566211e-06	1.779183e+00
2.739528404423354e-06	1.779357e+00
2.745956975851926e-06	1.779581e+00
2.752385547280497e-06	1.779792e+00
2.758814118709069e-06	1.779989e+00
2.765242690137641e-06	1.780174e+00
2.771671261566213e-06	1.780346e+00
2.778099832994785e-06	1.780504e+00
2.784528404423357e-06	1.780650e+00
2.792528404423358e-06	1.780805e+00
2.800528404423358e-06	1.780944e+00
2.808528404423359e-06	1.781067e+00
2.816528404423360e-06	1.781173e+00
2.824528404423360e-06	1.781263e+00
2.832528404423361e-06	1.781336e+00
2.840528404423361e-06	1.781393e+00
2.850956975851934e-06	1.781452e+00
2.861385547280506e-06	1.781503e+00
2.871814118709078e-06	1.781546e+00
2.882242690137650e-06	1.781580e+00
2.892671261566223e-06	1.781607e+00
2.903099832994794e-06	1.781624e+00
2.913528404423367e-06	1.781634e+00
2.923671261566225e-06	1.781644e+00
2.933814118709083e-06	1.781652e+00
2.943956975851941e-06	1.781659e+00
2.954099832994798e-06	1.781664e+00
2.964242690137656e-06	1.781669e+00
2.974385547280514e-06	1.781671e+00
2.984528404423372e-06	1.781673e+00
2.985528404423372e-06	1.781673e+00
3.000704265402419e-06	1.781676e+00
3.001000000000000e-06	1.781676e+00
3.001011241197082e-06	1.781633e+00
3.001033723591247e-06	1.781548e+00
3.001078688379578e-06	1.781383e+00
3.001168617956239e-06	1.781112e+00
3.001332596727670e-06	1.780812e+00
3.001498163899861e-06	1.780758e+00
3.001603510939310e-06	1.780880e+00
3.001687378544496e-06	1.781030e+00
3.001780497534966e-06	1.781193e+00
3.001825593838403e-06	1.781267e+00
3.001915786445277e-06	1.781406e+00
3.002000000000000e-06	1.781529e+00
3.002008421355472e-06	1.781544e+00
3.002025264066417e-06	1.781574e+00
3.002058949488307e-06	1.781634e+00
3.002126320332085e-06	1.781746e+00
3.002261062019642e-06	1.781946e+00
3.002530545394756e-06	1.782266e+00
3.002968816141084e-06	1.782638e+00
3.003480958727740e-06	1.782908e+00
3.004281384852401e-06	1.783136e+00
3.005281384852401e-06	1.783286e+00
3.006281384852401e-06	1.783363e+00
3.007281384852401e-06	1.783403e+00
3.008281384852401e-06	1.783418e+00
3.009281384852401e-06	1.783416e+00
3.010281384852401e-06	1.783400e+00
3.011281384852401e-06	1.783373e+00
3.012281384852401e-06	1.783339e+00
3.013281384852401e-06	1.783298e+00
3.014281384852401e-06	1.783252e+00
3.015281384852401e-06	1.783203e+00
3.016281384852401e-06	1.783150e+00
3.018281384852402e-06	1.783040e+00
3.021281384852402e-06	1.782863e+00
3.023995670566688e-06	1.782696e+00
3.026709956280974e-06	1.782524e+00
3.029424241995260e-06	1.782347e+00
3.032138527709545e-06	1.782166e+00
3.034852813423831e-06	1.781981e+00
3.037567099138117e-06	1.781791e+00
3.040281384852403e-06	1.781596e+00
3.047138527709546e-06	1.781095e+00
3.053995670566690e-06	1.780546e+00
3.060852813423833e-06	1.779950e+00
3.067709956280977e-06	1.779306e+00
3.074567099138120e-06	1.778615e+00
3.081424241995264e-06	1.777876e+00
3.088281384852407e-06	1.777090e+00
3.093281384852407e-06	1.776476e+00
3.098281384852408e-06	1.775808e+00
3.103281384852408e-06	1.775087e+00
3.108281384852408e-06	1.774311e+00
3.113281384852409e-06	1.773482e+00
3.118281384852409e-06	1.772599e+00
3.123281384852410e-06	1.771662e+00
3.126995670566696e-06	1.770919e+00
3.130709956280982e-06	1.770116e+00
3.134424241995268e-06	1.769252e+00
3.138138527709553e-06	1.768328e+00
3.141852813423839e-06	1.767343e+00
3.145567099138125e-06	1.766297e+00
3.149281384852411e-06	1.765191e+00
3.152138527709554e-06	1.764286e+00
3.154995670566698e-06	1.763310e+00
3.157852813423841e-06	1.762263e+00
3.160709956280984e-06	1.761144e+00
3.163567099138127e-06	1.759955e+00
3.166424241995270e-06	1.758695e+00
3.169281384852413e-06	1.757363e+00
3.171567099138127e-06	1.756232e+00
3.173852813423842e-06	1.755012e+00
3.176138527709556e-06	1.753703e+00
3.178424241995271e-06	1.752305e+00
3.180709956280985e-06	1.750819e+00
3.182995670566700e-06	1.749243e+00
3.185281384852414e-06	1.747578e+00
3.188281384852414e-06	1.745172e+00
3.191281384852415e-06	1.742518e+00
3.194281384852415e-06	1.739574e+00
3.197281384852415e-06	1.736292e+00
3.200281384852415e-06	1.732609e+00
3.202281384852415e-06	1.729893e+00
3.204281384852416e-06	1.726936e+00
3.206281384852416e-06	1.723703e+00
3.208281384852416e-06	1.720155e+00
3.210281384852416e-06	1.716240e+00
3.212281384852416e-06	1.711900e+00
3.214281384852416e-06	1.707059e+00
3.215281384852416e-06	1.704424e+00
3.216281384852417e-06	1.701628e+00
3.217281384852417e-06	1.698657e+00
3.218281384852417e-06	1.695495e+00
3.219281384852417e-06	1.692125e+00
3.220281384852417e-06	1.688528e+00
3.221281384852417e-06	1.684683e+00
3.222281384852417e-06	1.680571e+00
3.224281384852417e-06	1.671455e+00
3.226281384852417e-06	1.661011e+00
3.227281384852417e-06	1.655245e+00
3.228281384852417e-06	1.649094e+00
3.229281384852417e-06	1.642557e+00
3.230281384852418e-06	1.635634e+00
3.231281384852418e-06	1.628326e+00
3.232281384852418e-06	1.620631e+00
3.233281384852418e-06	1.612551e+00
3.236281384852418e-06	1.586246e+00
3.239281384852418e-06	1.557138e+00
3.242281384852418e-06	1.525668e+00
3.244995670566704e-06	1.495092e+00
3.247709956280990e-06	1.463566e+00
3.250424241995276e-06	1.431091e+00
3.253138527709562e-06	1.397668e+00
3.255852813423848e-06	1.363295e+00
3.258567099138134e-06	1.327973e+00
3.261281384852420e-06	1.291702e+00
3.266567099138135e-06	1.219579e+00
3.271852813423849e-06	1.146525e+00
3.277138527709564e-06	1.072538e+00
3.282424241995279e-06	9.976203e-01
3.287709956280993e-06	9.217706e-01
3.292995670566708e-06	8.449892e-01
3.298281384852423e-06	7.672762e-01
3.302709956280995e-06	7.021458e-01
3.307138527709566e-06	6.369280e-01
3.311567099138138e-06	5.716226e-01
3.315995670566710e-06	5.062297e-01
3.320424241995282e-06	4.407493e-01
3.324852813423853e-06	3.751814e-01
3.329281384852425e-06	3.095260e-01
3.330424241995282e-06	2.926169e-01
3.331567099138139e-06	2.757842e-01
3.332709956280997e-06	2.590277e-01
3.333852813423854e-06	2.423476e-01
3.334995670566711e-06	2.257438e-01
3.336138527709568e-06	2.092163e-01
3.337281384852426e-06	1.927651e-01
3.338281384852426e-06	1.786212e-01
3.339281384852426e-06	1.647236e-01
3.340281384852426e-06	1.511642e-01
3.341281384852426e-06	1.380582e-01
3.342281384852426e-06	1.255357e-01
3.343281384852426e-06	1.137268e-01
3.344281384852426e-06	1.027435e-01
3.345281384852426e-06	9.266341e-02
3.346281384852426e-06	8.352216e-02
3.347281384852426e-06	7.531402e-02
3.348281384852426e-06	6.799969e-02
3.349281384852427e-06	6.151652e-02
3.350281384852427e-06	5.578874e-02
3.351281384852427e-06	5.073587e-02
3.352281384852427e-06	4.627853e-02
3.353281384852427e-06	4.234210e-02
3.354281384852427e-06	3.885883e-02
3.355281384852427e-06	3.576871e-02
3.356281384852427e-06	3.301926e-02
3.357281384852427e-06	3.056530e-02
3.358281384852427e-06	2.836820e-02
3.359281384852427e-06	2.639505e-02
3.360281384852427e-06	2.461795e-02
3.361281384852427e-06	2.301323e-02
3.362281384852427e-06	2.156088e-02
3.363281384852428e-06	2.024392e-02
3.364281384852428e-06	1.904795e-02
3.365281384852428e-06	1.796069e-02
3.366281384852428e-06	1.697163e-02
3.367281384852428e-06	1.607174e-02
3.368281384852428e-06	1.525322e-02
3.369281384852428e-06	1.450924e-02
3.370281384852428e-06	1.383380e-02
3.371281384852428e-06	1.322157e-02
3.372281384852428e-06	1.266772e-02
3.373281384852428e-06	1.216785e-02
3.374281384852428e-06	1.171788e-02
3.375281384852428e-06	1.131396e-02
3.376281384852429e-06	1.095244e-02
3.377281384852429e-06	1.062981e-02
3.378281384852429e-06	1.034269e-02
3.379281384852429e-06	1.008778e-02
3.380281384852429e-06	9.861881e-03
3.381281384852429e-06	9.661905e-03
3.382281384852429e-06	9.484849e-03
3.383281384852429e-06	9.327821e-03
3.384281384852429e-06	9.188031e-03
3.385281384852429e-06	9.062789e-03
3.386281384852429e-06	8.949503e-03
3.387281384852429e-06	8.845658e-03
3.388281384852429e-06	8.748813e-03
3.389281384852430e-06	8.656587e-03
3.390281384852430e-06	8.566655e-03
3.391281384852430e-06	8.476767e-03
3.392281384852430e-06	8.384756e-03
3.393281384852430e-06	8.288590e-03
3.394281384852430e-06	8.186416e-03
3.395281384852430e-06	8.076617e-03
3.396281384852430e-06	7.957866e-03
3.396995670566716e-06	7.867027e-03
3.397709956281002e-06	7.770744e-03
3.398424241995288e-06	7.669020e-03
3.399138527709573e-06	7.561853e-03
3.399852813423859e-06	7.449244e-03
3.400567099138145e-06	7.331192e-03
3.401281384852430e-06	7.207699e-03
3.403281384852431e-06	6.837280e-03
3.404281384852431e-06	6.640081e-03
3.405281384852431e-06	6.436456e-03
3.406281384852431e-06	6.227668e-03
3.408281384852431e-06	5.799701e-03
3.410281384852431e-06	5.365977e-03
3.412281384852431e-06	4.935193e-03
3.414281384852431e-06	4.514550e-03
3.417281384852432e-06	3.914491e-03
3.418852813423860e-06	3.618097e-03
3.420424241995289e-06	3.337058e-03
3.421995670566718e-06	3.071374e-03
3.423567099138146e-06	2.821046e-03
3.425138527709575e-06	2.586072e-03
3.426709956281004e-06	2.366455e-03
3.428281384852432e-06	2.162192e-03
3.431138527709575e-06	1.839290e-03
3.433995670566719e-06	1.550880e-03
3.436852813423862e-06	1.296962e-03
3.439709956281005e-06	1.077536e-03
3.442567099138148e-06	8.926015e-04
3.445424241995291e-06	7.421593e-04
3.448281384852434e-06	6.262091e-04
3.451281384852434e-06	5.154025e-04
3.454281384852434e-06	4.236843e-04
3.457281384852435e-06	3.479472e-04
3.460281384852435e-06	2.855280e-04
3.462709956281007e-06	2.449854e-04
3.465138527709578e-06	2.087617e-04
3.467567099138150e-06	1.768569e-04
3.469995670566721e-06	1.492711e-04
3.472424241995293e-06	1.260042e-04
3.474852813423864e-06	1.070563e-04
3.477281384852436e-06	9.242731e-05
3.480852813423865e-06	7.446185e-05
3.484424241995294e-06	5.892393e-05
3.487995670566723e-06	4.581355e-05
3.491567099138151e-06	3.513071e-05
3.495138527709580e-06	2.687540e-05
3.498709956281009e-06	2.104763e-05
3.502281384852438e-06	1.764740e-05
3.509709956281010e-06	1.226561e-05
3.517138527709582e-06	7.875593e-06
3.524567099138154e-06	4.477363e-06
3.531995670566726e-06	2.070916e-06
3.539424241995298e-06	6.562537e-07
3.546852813423870e-06	2.333748e-07
3.554281384852442e-06	8.022796e-07
3.986281384852402e-06	2.484123e-07
3.999000000000000e-06	2.484123e-07
4.000000000000000e-06	2.484123e-07
