vgs	Is(M2)
2.030000000000002e-01	2.224146e-09
2.040000000000002e-01	2.281163e-09
2.050000000000002e-01	2.339614e-09
2.060000000000002e-01	2.399535e-09
2.070000000000002e-01	2.460961e-09
2.080000000000002e-01	2.523930e-09
2.090000000000002e-01	2.588478e-09
2.100000000000002e-01	2.654645e-09
2.110000000000002e-01	2.722470e-09
2.120000000000002e-01	2.791994e-09
2.130000000000002e-01	2.863257e-09
2.140000000000002e-01	2.936303e-09
2.150000000000002e-01	3.011174e-09
2.160000000000002e-01	3.087914e-09
2.170000000000002e-01	3.166569e-09
2.180000000000002e-01	3.247186e-09
2.190000000000002e-01	3.329812e-09
2.200000000000002e-01	3.414496e-09
2.210000000000002e-01	3.501286e-09
2.220000000000002e-01	3.590235e-09
2.230000000000002e-01	3.681394e-09
2.240000000000002e-01	3.774817e-09
2.250000000000002e-01	3.870557e-09
2.260000000000002e-01	3.968671e-09
2.270000000000002e-01	4.069216e-09
2.280000000000002e-01	4.172250e-09
2.290000000000002e-01	4.277833e-09
2.300000000000002e-01	4.386026e-09
2.310000000000002e-01	4.496891e-09
2.320000000000002e-01	4.610492e-09
2.330000000000002e-01	4.726895e-09
2.340000000000002e-01	4.846167e-09
2.350000000000002e-01	4.968375e-09
2.360000000000002e-01	5.093591e-09
2.370000000000002e-01	5.221885e-09
2.380000000000002e-01	5.353331e-09
2.390000000000002e-01	5.488003e-09
2.400000000000002e-01	5.625979e-09
2.410000000000002e-01	5.767335e-09
2.420000000000002e-01	5.912154e-09
2.430000000000002e-01	6.060516e-09
2.440000000000002e-01	6.212506e-09
2.450000000000002e-01	6.368208e-09
2.460000000000002e-01	6.527710e-09
2.470000000000002e-01	6.691104e-09
2.480000000000002e-01	6.858478e-09
2.490000000000002e-01	7.029929e-09
2.500000000000002e-01	7.205550e-09
2.510000000000002e-01	7.385441e-09
2.520000000000002e-01	7.569700e-09
2.530000000000002e-01	7.758432e-09
2.540000000000002e-01	7.951741e-09
2.550000000000002e-01	8.149732e-09
2.560000000000002e-01	8.352518e-09
2.570000000000002e-01	8.560208e-09
2.580000000000002e-01	8.772917e-09
2.590000000000002e-01	8.990762e-09
2.600000000000002e-01	9.213863e-09
2.610000000000002e-01	9.442343e-09
2.620000000000002e-01	9.676326e-09
2.630000000000002e-01	9.915938e-09
2.640000000000002e-01	1.016131e-08
2.650000000000002e-01	1.041258e-08
2.660000000000002e-01	1.066989e-08
2.670000000000002e-01	1.093336e-08
2.680000000000002e-01	1.120314e-08
2.690000000000002e-01	1.147939e-08
2.700000000000002e-01	1.176225e-08
2.710000000000002e-01	1.205186e-08
2.720000000000002e-01	1.234839e-08
2.730000000000002e-01	1.265200e-08
2.740000000000002e-01	1.296285e-08
2.750000000000002e-01	1.328110e-08
2.760000000000002e-01	1.360692e-08
2.770000000000002e-01	1.394049e-08
2.780000000000002e-01	1.428199e-08
2.790000000000002e-01	1.463160e-08
2.800000000000002e-01	1.498949e-08
2.810000000000002e-01	1.535587e-08
2.820000000000002e-01	1.573093e-08
2.830000000000002e-01	1.611486e-08
2.840000000000002e-01	1.650786e-08
2.850000000000002e-01	1.691015e-08
2.860000000000002e-01	1.732193e-08
2.870000000000002e-01	1.774342e-08
2.880000000000002e-01	1.817484e-08
2.890000000000002e-01	1.861641e-08
2.900000000000002e-01	1.906837e-08
2.910000000000002e-01	1.953095e-08
2.920000000000002e-01	2.000439e-08
2.930000000000002e-01	2.048894e-08
2.940000000000002e-01	2.098485e-08
2.950000000000002e-01	2.149237e-08
2.960000000000002e-01	2.201177e-08
2.970000000000002e-01	2.254331e-08
2.980000000000002e-01	2.308727e-08
2.990000000000002e-01	2.364393e-08
3.000000000000002e-01	2.421357e-08
3.010000000000002e-01	2.479649e-08
3.020000000000002e-01	2.539298e-08
3.030000000000002e-01	2.600335e-08
3.040000000000002e-01	2.662790e-08
3.050000000000002e-01	2.726697e-08
3.060000000000002e-01	2.792086e-08
3.070000000000002e-01	2.858993e-08
3.080000000000002e-01	2.927449e-08
3.090000000000002e-01	2.997490e-08
3.100000000000002e-01	3.069151e-08
3.110000000000002e-01	3.142469e-08
3.120000000000002e-01	3.217480e-08
3.130000000000002e-01	3.294222e-08
3.140000000000002e-01	3.372734e-08
3.150000000000002e-01	3.453054e-08
3.160000000000002e-01	3.535223e-08
3.170000000000002e-01	3.619282e-08
3.180000000000002e-01	3.705273e-08
3.190000000000002e-01	3.793239e-08
3.200000000000002e-01	3.883223e-08
3.210000000000002e-01	3.975269e-08
3.220000000000002e-01	4.069425e-08
3.230000000000002e-01	4.165734e-08
3.240000000000002e-01	4.264247e-08
3.250000000000002e-01	4.365010e-08
3.260000000000002e-01	4.468074e-08
3.270000000000002e-01	4.573489e-08
3.280000000000002e-01	4.681306e-08
3.290000000000002e-01	4.791578e-08
3.300000000000002e-01	4.904360e-08
3.310000000000002e-01	5.019705e-08
3.320000000000002e-01	5.137669e-08
3.330000000000002e-01	5.258311e-08
3.340000000000002e-01	5.381688e-08
3.350000000000002e-01	5.507860e-08
3.360000000000002e-01	5.636888e-08
3.370000000000002e-01	5.768833e-08
3.380000000000002e-01	5.903759e-08
3.390000000000002e-01	6.041729e-08
3.400000000000002e-01	6.182812e-08
3.410000000000002e-01	6.327072e-08
3.420000000000002e-01	6.474579e-08
3.430000000000002e-01	6.625402e-08
3.440000000000003e-01	6.779614e-08
3.450000000000003e-01	6.937285e-08
3.460000000000003e-01	7.098492e-08
3.470000000000003e-01	7.263309e-08
3.480000000000003e-01	7.431812e-08
3.490000000000003e-01	7.604081e-08
3.500000000000003e-01	7.780196e-08
3.510000000000003e-01	7.960237e-08
3.520000000000003e-01	8.144290e-08
3.530000000000003e-01	8.332437e-08
3.540000000000003e-01	8.524766e-08
3.550000000000003e-01	8.721363e-08
3.560000000000003e-01	8.922320e-08
3.570000000000003e-01	9.127726e-08
3.580000000000003e-01	9.337676e-08
3.590000000000003e-01	9.552264e-08
3.600000000000003e-01	9.771585e-08
3.610000000000003e-01	9.995739e-08
3.620000000000003e-01	1.022483e-07
3.630000000000003e-01	1.045894e-07
3.640000000000003e-01	1.069820e-07
3.650000000000003e-01	1.094270e-07
3.660000000000003e-01	1.119255e-07
3.670000000000003e-01	1.144786e-07
3.680000000000003e-01	1.170874e-07
3.690000000000003e-01	1.197530e-07
3.700000000000003e-01	1.224766e-07
3.710000000000003e-01	1.252593e-07
3.720000000000003e-01	1.281023e-07
3.730000000000003e-01	1.310069e-07
3.740000000000003e-01	1.339743e-07
3.750000000000003e-01	1.370056e-07
3.760000000000003e-01	1.401022e-07
3.770000000000003e-01	1.432653e-07
3.780000000000003e-01	1.464963e-07
3.790000000000003e-01	1.497965e-07
3.800000000000003e-01	1.531672e-07
3.810000000000003e-01	1.566099e-07
3.820000000000003e-01	1.601257e-07
3.830000000000003e-01	1.637163e-07
3.840000000000003e-01	1.673830e-07
3.850000000000003e-01	1.711272e-07
3.860000000000003e-01	1.749505e-07
3.870000000000003e-01	1.788543e-07
3.880000000000003e-01	1.828401e-07
3.890000000000003e-01	1.869095e-07
3.900000000000003e-01	1.910640e-07
3.910000000000003e-01	1.953052e-07
3.920000000000003e-01	1.996346e-07
3.930000000000003e-01	2.040540e-07
3.940000000000003e-01	2.085648e-07
3.950000000000003e-01	2.131689e-07
3.960000000000003e-01	2.178678e-07
3.970000000000003e-01	2.226632e-07
3.980000000000003e-01	2.275568e-07
3.990000000000003e-01	2.325505e-07
4.000000000000003e-01	2.376459e-07
4.010000000000003e-01	2.428448e-07
4.020000000000003e-01	2.481490e-07
4.030000000000003e-01	2.535603e-07
4.040000000000003e-01	2.590806e-07
4.050000000000003e-01	2.647116e-07
4.060000000000003e-01	2.704553e-07
4.070000000000003e-01	2.763136e-07
4.080000000000003e-01	2.822882e-07
4.090000000000003e-01	2.883813e-07
4.100000000000003e-01	2.945946e-07
4.110000000000003e-01	3.009302e-07
4.120000000000003e-01	3.073900e-07
4.130000000000003e-01	3.139760e-07
4.140000000000003e-01	3.206902e-07
4.150000000000003e-01	3.275347e-07
4.160000000000003e-01	3.345114e-07
4.170000000000003e-01	3.416224e-07
4.180000000000003e-01	3.488697e-07
4.190000000000003e-01	3.562556e-07
4.200000000000003e-01	3.637819e-07
4.210000000000003e-01	3.714508e-07
4.220000000000003e-01	3.792645e-07
4.230000000000003e-01	3.872251e-07
4.240000000000003e-01	3.953346e-07
4.250000000000003e-01	4.035953e-07
4.260000000000003e-01	4.120093e-07
4.270000000000003e-01	4.205787e-07
4.280000000000003e-01	4.293058e-07
4.290000000000003e-01	4.381927e-07
4.300000000000003e-01	4.472416e-07
4.310000000000003e-01	4.564548e-07
4.320000000000003e-01	4.658343e-07
4.330000000000003e-01	4.753824e-07
4.340000000000003e-01	4.851015e-07
4.350000000000003e-01	4.949935e-07
4.360000000000003e-01	5.050608e-07
4.370000000000003e-01	5.153057e-07
4.380000000000003e-01	5.257302e-07
4.390000000000003e-01	5.363368e-07
4.400000000000003e-01	5.471275e-07
4.410000000000003e-01	5.581047e-07
4.420000000000003e-01	5.692705e-07
4.430000000000003e-01	5.806273e-07
4.440000000000003e-01	5.921772e-07
4.450000000000003e-01	6.039224e-07
4.460000000000003e-01	6.158652e-07
4.470000000000003e-01	6.280079e-07
4.480000000000003e-01	6.403525e-07
4.490000000000003e-01	6.529014e-07
4.500000000000003e-01	6.656567e-07
4.510000000000003e-01	6.786207e-07
4.520000000000003e-01	6.917955e-07
4.530000000000003e-01	7.051833e-07
4.540000000000003e-01	7.187863e-07
4.550000000000003e-01	7.326067e-07
4.560000000000003e-01	7.466467e-07
4.570000000000004e-01	7.609082e-07
4.580000000000004e-01	7.753936e-07
4.590000000000004e-01	7.901048e-07
4.600000000000004e-01	8.050441e-07
4.610000000000004e-01	8.202136e-07
4.620000000000004e-01	8.356152e-07
4.630000000000004e-01	8.512511e-07
4.640000000000004e-01	8.671233e-07
4.650000000000004e-01	8.832338e-07
4.660000000000004e-01	8.995847e-07
4.670000000000004e-01	9.161780e-07
4.680000000000004e-01	9.330156e-07
4.690000000000004e-01	9.500995e-07
4.700000000000004e-01	9.674317e-07
4.710000000000004e-01	9.850140e-07
4.720000000000004e-01	1.002848e-06
4.730000000000004e-01	1.020937e-06
4.740000000000004e-01	1.039281e-06
4.750000000000004e-01	1.057883e-06
4.760000000000004e-01	1.076744e-06
4.770000000000004e-01	1.095866e-06
4.780000000000004e-01	1.115252e-06
4.790000000000004e-01	1.134902e-06
4.800000000000004e-01	1.154819e-06
4.810000000000004e-01	1.175004e-06
4.820000000000004e-01	1.195458e-06
4.830000000000004e-01	1.216184e-06
4.840000000000004e-01	1.237183e-06
4.850000000000004e-01	1.258457e-06
4.860000000000004e-01	1.280007e-06
4.870000000000004e-01	1.301835e-06
4.880000000000004e-01	1.323942e-06
4.890000000000004e-01	1.346330e-06
4.900000000000004e-01	1.369000e-06
4.910000000000004e-01	1.391953e-06
4.920000000000004e-01	1.415191e-06
4.930000000000004e-01	1.438716e-06
4.940000000000004e-01	1.462529e-06
4.950000000000004e-01	1.486630e-06
4.960000000000004e-01	1.511021e-06
4.970000000000004e-01	1.535704e-06
4.980000000000004e-01	1.560680e-06
4.990000000000004e-01	1.585949e-06
5.000000000000003e-01	1.611513e-06
5.010000000000003e-01	1.637374e-06
5.020000000000003e-01	1.663531e-06
5.030000000000003e-01	1.689987e-06
5.040000000000003e-01	1.716742e-06
5.050000000000003e-01	1.743797e-06
5.060000000000003e-01	1.771154e-06
5.070000000000003e-01	1.798812e-06
5.080000000000003e-01	1.826774e-06
5.090000000000003e-01	1.855039e-06
5.100000000000003e-01	1.883609e-06
5.110000000000003e-01	1.912484e-06
5.120000000000003e-01	1.941666e-06
5.130000000000003e-01	1.971154e-06
5.140000000000003e-01	2.000951e-06
5.150000000000003e-01	2.031055e-06
5.160000000000003e-01	2.061469e-06
5.170000000000003e-01	2.092193e-06
5.180000000000003e-01	2.123226e-06
5.190000000000003e-01	2.154570e-06
5.200000000000004e-01	2.186226e-06
5.210000000000004e-01	2.218193e-06
5.220000000000004e-01	2.250473e-06
5.230000000000004e-01	2.283065e-06
5.240000000000004e-01	2.315970e-06
5.250000000000004e-01	2.349189e-06
5.260000000000004e-01	2.382721e-06
5.270000000000004e-01	2.416568e-06
5.280000000000004e-01	2.450729e-06
5.290000000000004e-01	2.485205e-06
5.300000000000004e-01	2.519995e-06
5.310000000000004e-01	2.555101e-06
5.320000000000004e-01	2.590522e-06
5.330000000000004e-01	2.626258e-06
5.340000000000004e-01	2.662310e-06
5.350000000000004e-01	2.698678e-06
5.360000000000004e-01	2.735361e-06
5.370000000000004e-01	2.772360e-06
5.380000000000004e-01	2.809675e-06
5.390000000000004e-01	2.847306e-06
5.400000000000004e-01	2.885252e-06
5.410000000000004e-01	2.923514e-06
5.420000000000004e-01	2.962092e-06
5.430000000000004e-01	3.000985e-06
5.440000000000004e-01	3.040194e-06
5.450000000000004e-01	3.079718e-06
5.460000000000004e-01	3.119557e-06
5.470000000000004e-01	3.159711e-06
5.480000000000004e-01	3.200180e-06
5.490000000000004e-01	3.240963e-06
5.500000000000004e-01	3.282061e-06
5.510000000000004e-01	3.323472e-06
5.520000000000004e-01	3.365197e-06
5.530000000000004e-01	3.407235e-06
5.540000000000004e-01	3.449587e-06
5.550000000000004e-01	3.492251e-06
5.560000000000004e-01	3.535227e-06
5.570000000000004e-01	3.578516e-06
5.580000000000004e-01	3.622115e-06
5.590000000000004e-01	3.666026e-06
5.600000000000004e-01	3.710248e-06
5.610000000000004e-01	3.754780e-06
5.620000000000004e-01	3.799621e-06
5.630000000000004e-01	3.844772e-06
5.640000000000004e-01	3.890232e-06
5.650000000000004e-01	3.936000e-06
5.660000000000004e-01	3.982076e-06
5.670000000000004e-01	4.028459e-06
5.680000000000004e-01	4.075148e-06
5.690000000000004e-01	4.122143e-06
5.700000000000004e-01	4.169444e-06
5.710000000000004e-01	4.217050e-06
5.720000000000004e-01	4.264961e-06
5.730000000000004e-01	4.313175e-06
5.740000000000004e-01	4.361692e-06
5.750000000000004e-01	4.410511e-06
5.760000000000004e-01	4.459633e-06
5.770000000000004e-01	4.509055e-06
5.780000000000004e-01	4.558778e-06
5.790000000000004e-01	4.608801e-06
5.800000000000004e-01	4.659123e-06
5.810000000000004e-01	4.709743e-06
5.820000000000004e-01	4.760661e-06
5.830000000000004e-01	4.811876e-06
5.840000000000004e-01	4.863387e-06
5.850000000000004e-01	4.915194e-06
5.860000000000004e-01	4.967296e-06
5.870000000000004e-01	5.019692e-06
5.880000000000004e-01	5.072381e-06
5.890000000000004e-01	5.125363e-06
5.900000000000004e-01	5.178637e-06
5.910000000000004e-01	5.232202e-06
5.920000000000004e-01	5.286057e-06
5.930000000000004e-01	5.340202e-06
5.940000000000004e-01	5.394636e-06
5.950000000000004e-01	5.449358e-06
5.960000000000004e-01	5.504367e-06
5.970000000000004e-01	5.559663e-06
5.980000000000004e-01	5.615244e-06
5.990000000000004e-01	5.671111e-06
6.000000000000004e-01	5.727262e-06
6.010000000000004e-01	5.783696e-06
6.020000000000004e-01	5.840413e-06
6.030000000000004e-01	5.897411e-06
6.040000000000004e-01	5.954690e-06
6.050000000000004e-01	6.012250e-06
6.060000000000004e-01	6.070089e-06
6.070000000000004e-01	6.128207e-06
6.080000000000004e-01	6.186602e-06
6.090000000000004e-01	6.245275e-06
6.100000000000004e-01	6.304223e-06
6.110000000000004e-01	6.363447e-06
6.120000000000004e-01	6.422946e-06
6.130000000000004e-01	6.482719e-06
6.140000000000004e-01	6.542764e-06
6.150000000000004e-01	6.603082e-06
6.160000000000004e-01	6.663671e-06
6.170000000000004e-01	6.724531e-06
6.180000000000004e-01	6.785661e-06
6.190000000000004e-01	6.847060e-06
6.200000000000004e-01	6.908727e-06
6.210000000000004e-01	6.970662e-06
6.220000000000004e-01	7.032863e-06
6.230000000000004e-01	7.095330e-06
6.240000000000004e-01	7.158063e-06
6.250000000000004e-01	7.221059e-06
6.260000000000004e-01	7.284320e-06
6.270000000000004e-01	7.347842e-06
6.280000000000004e-01	7.411627e-06
6.290000000000004e-01	7.475674e-06
6.300000000000004e-01	7.539981e-06
6.310000000000004e-01	7.604548e-06
6.320000000000005e-01	7.669373e-06
6.330000000000005e-01	7.734458e-06
6.340000000000005e-01	7.799798e-06
6.350000000000005e-01	7.865397e-06
6.360000000000005e-01	7.931251e-06
6.370000000000005e-01	7.997361e-06
6.380000000000005e-01	8.063725e-06
6.390000000000005e-01	8.130342e-06
6.400000000000005e-01	8.197213e-06
6.410000000000005e-01	8.264336e-06
6.420000000000005e-01	8.331711e-06
6.430000000000005e-01	8.399337e-06
6.440000000000005e-01	8.467213e-06
6.450000000000005e-01	8.535339e-06
6.460000000000005e-01	8.603713e-06
6.470000000000005e-01	8.672336e-06
6.480000000000005e-01	8.741205e-06
6.490000000000005e-01	8.810322e-06
6.500000000000005e-01	8.879685e-06
6.510000000000005e-01	8.949293e-06
6.520000000000005e-01	9.019146e-06
6.530000000000005e-01	9.089244e-06
6.540000000000005e-01	9.159584e-06
6.550000000000005e-01	9.230167e-06
6.560000000000005e-01	9.300992e-06
6.570000000000005e-01	9.372059e-06
6.580000000000005e-01	9.443366e-06
6.590000000000005e-01	9.514913e-06
6.600000000000005e-01	9.586701e-06
6.610000000000005e-01	9.658727e-06
6.620000000000005e-01	9.730992e-06
6.630000000000005e-01	9.803494e-06
6.640000000000005e-01	9.876233e-06
6.650000000000005e-01	9.949209e-06
6.660000000000005e-01	1.002242e-05
6.670000000000005e-01	1.009587e-05
6.680000000000005e-01	1.016955e-05
6.690000000000005e-01	1.024346e-05
6.700000000000005e-01	1.031761e-05
6.710000000000005e-01	1.039200e-05
6.720000000000005e-01	1.046661e-05
6.730000000000005e-01	1.054146e-05
6.740000000000005e-01	1.061653e-05
6.750000000000005e-01	1.069184e-05
6.760000000000005e-01	1.076738e-05
6.770000000000005e-01	1.084315e-05
6.780000000000005e-01	1.091915e-05
6.790000000000005e-01	1.099537e-05
6.800000000000005e-01	1.107183e-05
6.810000000000005e-01	1.114851e-05
6.820000000000005e-01	1.122542e-05
6.830000000000005e-01	1.130255e-05
6.840000000000005e-01	1.137991e-05
6.850000000000005e-01	1.145750e-05
6.860000000000005e-01	1.153531e-05
6.870000000000005e-01	1.161335e-05
6.880000000000005e-01	1.169161e-05
6.890000000000005e-01	1.177009e-05
6.900000000000005e-01	1.184880e-05
6.910000000000005e-01	1.192773e-05
6.920000000000005e-01	1.200688e-05
6.930000000000005e-01	1.208625e-05
6.940000000000005e-01	1.216585e-05
6.950000000000005e-01	1.224566e-05
6.960000000000005e-01	1.232570e-05
6.970000000000005e-01	1.240595e-05
6.980000000000005e-01	1.248643e-05
6.990000000000005e-01	1.256712e-05
7.000000000000005e-01	1.264804e-05
7.010000000000005e-01	1.272917e-05
7.020000000000005e-01	1.281052e-05
7.030000000000005e-01	1.289208e-05
7.040000000000005e-01	1.297387e-05
7.050000000000005e-01	1.305587e-05
7.060000000000005e-01	1.313808e-05
7.070000000000005e-01	1.322051e-05
7.080000000000005e-01	1.330316e-05
7.090000000000005e-01	1.338602e-05
7.100000000000005e-01	1.346910e-05
7.110000000000005e-01	1.355239e-05
7.120000000000005e-01	1.363590e-05
7.130000000000005e-01	1.371961e-05
7.140000000000005e-01	1.380355e-05
7.150000000000005e-01	1.388769e-05
7.160000000000005e-01	1.397205e-05
7.170000000000005e-01	1.405662e-05
7.180000000000005e-01	1.414140e-05
7.190000000000005e-01	1.422639e-05
7.200000000000005e-01	1.431159e-05
7.210000000000005e-01	1.439701e-05
7.220000000000005e-01	1.448263e-05
7.230000000000005e-01	1.456847e-05
7.240000000000005e-01	1.465451e-05
7.250000000000005e-01	1.474076e-05
7.260000000000005e-01	1.482723e-05
7.270000000000005e-01	1.491390e-05
7.280000000000005e-01	1.500078e-05
7.290000000000005e-01	1.508787e-05
7.300000000000005e-01	1.517516e-05
7.310000000000005e-01	1.526267e-05
7.320000000000005e-01	1.535038e-05
7.330000000000005e-01	1.543830e-05
7.340000000000005e-01	1.552642e-05
