step	1/(id0*rout)
   228	0.0155399
   229	0.0154733
   230	0.0154071
   231	0.0153414
   232	0.0152761
   233	0.0152111
   234	0.0151465
   235	0.0150823
   236	0.0150186
   237	0.0149552
   238	0.0148922
   239	0.0148295
   240	0.0147672
   241	0.0147055
   242	0.0146439
   243	0.0145828
   244	0.0145219
   245	0.0144616
   246	0.0144015
   247	0.0143418
   248	0.0142824
   249	0.0142235
   250	0.014165
   251	0.0141065
   252	0.0140486
   253	0.013991
   254	0.0139337
   255	0.0138767
   256	0.0138201
   257	0.0137639
   258	0.0137079
   259	0.0136522
   260	0.0135969
   261	0.0135419
   262	0.0134873
   263	0.0134329
   264	0.0133788
   265	0.0133251
   266	0.0132716
   267	0.0132185
   268	0.0131657
   269	0.0131132
   270	0.0130609
   271	0.013009
   272	0.0129574
   273	0.0129059
   274	0.012855
   275	0.0128041
   276	0.0127537
   277	0.0127035
   278	0.0126535
   279	0.0126039
   280	0.0125545
   281	0.0125054
   282	0.0124566
   283	0.0124081
   284	0.0123598
   285	0.0123119
   286	0.012264
   287	0.0122165
   288	0.0121694
   289	0.0121224
   290	0.0120757
   291	0.0120293
   292	0.011983
   293	0.0119372
   294	0.0118916
   295	0.011846
   296	0.0118009
   297	0.0117559
   298	0.0117112
   299	0.0116666
   300	0.0116226
   301	0.0115785
   302	0.0115348
   303	0.0114913
   304	0.011448
   305	0.0114051
   306	0.0113622
   307	0.0113197
   308	0.0112772
   309	0.0112351
   310	0.0111932
   311	0.0111517
   312	0.0111101
   313	0.0110689
   314	0.0110279
   315	0.0109872
   316	0.0109465
   317	0.0109061
   318	0.010866
   319	0.0108261
   320	0.0107863
   321	0.0107468
   322	0.0107075
   323	0.0106684
   324	0.0106295
   325	0.010591
   326	0.0105524
   327	0.0105141
   328	0.0104761
   329	0.0104381
   330	0.0104004
   331	0.0103629
   332	0.0103257
   333	0.0102884
   334	0.0102516
   335	0.0102149
   336	0.0101784
   337	0.0101419
   338	0.0101058
   339	0.0100699
   340	0.0100341
   341	0.00999848
   342	0.00996304
   343	0.0099279
   344	0.00989276
   345	0.00985792
   346	0.00982308
   347	0.00978869
   348	0.0097543
   349	0.00972021
   350	0.00968612
   351	0.00965233
   352	0.00961869
   353	0.0095852
   354	0.00955186
   355	0.00951866
   356	0.00948577
   357	0.00945303
   358	0.00942029
   359	0.00938784
   360	0.0093554
   361	0.0093234
   362	0.00929126
   363	0.00925941
   364	0.00922772
   365	0.00919632
   366	0.00916492
   367	0.00913368
   368	0.00910273
   369	0.00907163
   370	0.00904098
   371	0.00901048
   372	0.00897998
   373	0.00894963
   374	0.00891958
   375	0.00888953
   376	0.00885978
   377	0.00883003
   378	0.00880058
   379	0.00877112
   380	0.00874182
   381	0.00871267
   382	0.00868366
   383	0.00865496
   384	0.00862625
   385	0.00859769
   386	0.00856929
   387	0.00854103
   388	0.00851292
   389	0.00848496
   390	0.00845701
   391	0.00842934
   392	0.00840183
   393	0.00837432
   394	0.00834696
   395	0.0083199
   396	0.00829269
   397	0.00826592
   398	0.00823901
   399	0.0082124
   400	0.00818593
   401	0.00815947
   402	0.00813315
   403	0.00810698
   404	0.00808097
   405	0.0080551
   406	0.00802923
   407	0.00800366
   408	0.00797809
   409	0.00795282
   410	0.0079274
   411	0.00790228
   412	0.00787731
   413	0.00785233
   414	0.00782736
   415	0.00780269
   416	0.00777816
   417	0.00775364
   418	0.00772941
   419	0.00770519
   420	0.00768111
   421	0.00765703
   422	0.00763325
   423	0.00760947
   424	0.0075857
   425	0.00756222
   426	0.00753874
   427	0.00751526
   428	0.00749222
   429	0.00746904
   430	0.00744616
   431	0.00742312
   432	0.00740039
   433	0.00737765
   434	0.00735507
   435	0.00733263
   436	0.0073102
   437	0.00728791
   438	0.00726577
   439	0.00724378
   440	0.00722194
   441	0.00719995
   442	0.00717826
   443	0.00715657
   444	0.00713503
   445	0.00711349
   446	0.00709224
   447	0.007071
   448	0.00704976
   449	0.00702866
   450	0.00700771
   451	0.00698692
   452	0.00696612
   453	0.00694547
   454	0.00692483
   455	0.00690433
   456	0.00688413
   457	0.00686378
   458	0.00684343
   459	0.00682338
   460	0.00680332
   461	0.00678342
   462	0.00676367
   463	0.00674391
   464	0.00672416
   465	0.00670456
   466	0.0066851
   467	0.00666565
   468	0.00664634
   469	0.00662733
   470	0.00660817
   471	0.00658901
   472	0.00657001
   473	0.00655115
   474	0.00653229
   475	0.00651372
   476	0.00649516
   477	0.00647645
   478	0.00645804
   479	0.00643963
   480	0.00642136
   481	0.00640325
   482	0.00638513
   483	0.00636702
   484	0.00634905
   485	0.00633108
   486	0.00631342
   487	0.0062956
   488	0.00627808
   489	0.00626041
   490	0.00624289
   491	0.00622537
   492	0.00620815
   493	0.00619093
   494	0.00617371
   495	0.00615663
   496	0.00613941
