step	1/(id0*rout)
   287	0.0421133
   288	0.0420305
   289	0.0419482
   290	0.0418662
   291	0.0417847
   292	0.0417034
   293	0.0416227
   294	0.0415423
   295	0.0414624
   296	0.0413828
   297	0.0413037
   298	0.0412249
   299	0.0411465
   300	0.0410685
   301	0.0409909
   302	0.0409135
   303	0.0408366
   304	0.04076
   305	0.040684
   306	0.0406081
   307	0.0405326
   308	0.0404575
   309	0.0403826
   310	0.0403083
   311	0.0402342
   312	0.0401605
   313	0.0400871
   314	0.040014
   315	0.0399413
   316	0.0398689
   317	0.0397967
   318	0.039725
   319	0.0396536
   320	0.0395825
   321	0.0395117
   322	0.0394411
   323	0.039371
   324	0.0393011
   325	0.0392316
   326	0.0391623
   327	0.0390934
   328	0.0390247
   329	0.0389562
   330	0.0388882
   331	0.0388204
   332	0.0387529
   333	0.0386857
   334	0.0386187
   335	0.0385521
   336	0.0384857
   337	0.0384197
   338	0.0383538
   339	0.0382882
   340	0.0382229
   341	0.0381579
   342	0.0380932
   343	0.0380287
   344	0.0379645
   345	0.0379005
   346	0.0378368
   347	0.0377734
   348	0.0377101
   349	0.0376472
   350	0.0375845
   351	0.0375221
   352	0.0374598
   353	0.0373978
   354	0.0373361
   355	0.0372746
   356	0.0372134
   357	0.0371524
   358	0.0370917
   359	0.0370311
   360	0.0369708
   361	0.0369108
   362	0.0368508
   363	0.0367912
   364	0.0367318
   365	0.0366727
   366	0.0366137
   367	0.036555
   368	0.0364964
   369	0.0364381
   370	0.03638
   371	0.0363222
   372	0.0362645
   373	0.0362071
   374	0.0361498
   375	0.0360928
   376	0.036036
   377	0.0359794
   378	0.0359229
   379	0.0358667
   380	0.0358107
   381	0.0357549
   382	0.0356993
   383	0.0356439
   384	0.0355887
   385	0.0355336
   386	0.0354789
   387	0.0354241
   388	0.0353697
   389	0.0353155
   390	0.0352614
   391	0.0352075
   392	0.0351537
   393	0.0351002
   394	0.0350469
   395	0.0349938
   396	0.0349408
   397	0.0348879
   398	0.0348353
   399	0.0347829
   400	0.0347306
   401	0.0346785
   402	0.0346266
   403	0.0345748
   404	0.0345232
   405	0.0344718
   406	0.0344205
   407	0.0343695
   408	0.0343185
   409	0.0342679
   410	0.0342173
   411	0.0341668
   412	0.0341167
   413	0.0340666
   414	0.0340166
   415	0.0339668
   416	0.0339172
   417	0.0338677
   418	0.0338184
   419	0.0337693
   420	0.0337203
   421	0.0336715
   422	0.0336228
   423	0.0335742
   424	0.0335259
   425	0.0334776
   426	0.0334295
   427	0.0333816
   428	0.0333338
   429	0.0332862
   430	0.0332387
   431	0.0331913
   432	0.0331441
   433	0.0330971
   434	0.0330501
   435	0.0330034
   436	0.0329567
   437	0.0329102
   438	0.0328639
   439	0.0328177
   440	0.0327716
   441	0.0327256
   442	0.0326798
   443	0.0326342
   444	0.0325886
   445	0.0325432
   446	0.0324979
   447	0.0324527
   448	0.0324077
   449	0.0323628
   450	0.0323181
   451	0.0322734
   452	0.0322289
   453	0.0321846
   454	0.0321403
   455	0.0320962
   456	0.0320523
   457	0.0320084
   458	0.0319646
   459	0.031921
   460	0.0318775
   461	0.0318341
   462	0.0317908
   463	0.0317477
   464	0.0317047
   465	0.0316619
   466	0.031619
   467	0.0315763
   468	0.0315338
   469	0.0314914
   470	0.0314491
   471	0.0314069
   472	0.0313648
   473	0.0313228
   474	0.031281
   475	0.0312392
   476	0.0311976
   477	0.0311561
   478	0.0311147
   479	0.0310734
   480	0.0310323
   481	0.0309911
   482	0.0309502
   483	0.0309093
   484	0.0308687
   485	0.030828
   486	0.0307874
   487	0.030747
   488	0.0307067
   489	0.0306664
   490	0.0306264
   491	0.0305864
   492	0.0305465
   493	0.0305067
   494	0.030467
   495	0.0304274
   496	0.0303879
